-23.5407 -46.2705 736.88 978649.15 9.788710 9.788561 9.788569
-23.5425 -46.2441 737.41 978643.80 9.788711 9.788562 9.788570
-23.5210 -46.1949 743.16 978640.29 9.788697 9.788548 9.788556
-23.4823 -46.3482 759.89 978634.75 9.788672 9.788522 9.788530
-23.7001 -46.7006 785.07 978641.88 9.788815 9.788666 9.788674
-23.7807 -46.7251 741.77 978660.95 9.788869 9.788720 9.788728
-23.8277 -46.7306 774.66 978662.06 9.788900 9.788751 9.788759
-23.8274 -46.8130 746.92 978663.25 9.788900 9.788751 9.788759
-23.7170 -46.8490 906.33 978616.81 9.788826 9.788677 9.788686
-23.6486 -46.8521 778.06 978637.56 9.788781 9.788632 9.788640
-23.6174 -46.9524 853.12 978615.86 9.788761 9.788611 9.788619
-23.3956 -46.7657 797.08 978624.53 9.788615 9.788465 9.788473
-23.8472 -46.3914 3.68 978816.88 9.788913 9.788764 9.788772
-23.6269 -46.6291 749.49 978646.16 9.788767 9.788618 9.788626
-23.6124 -46.6274 745.58 978646.86 9.788757 9.788608 9.788616
-23.5814 -46.6257 790.87 978632.69 9.788737 9.788588 9.788596
-23.5761 -46.6429 798.06 978630.55 9.788733 9.788584 9.788592
-23.5622 -46.6394 752.54 978634.99 9.788724 9.788575 9.788583
-23.5477 -46.6386 734.52 978639.13 9.788715 9.788565 9.788573
-23.5597 -46.6547 782.84 978629.25 9.788722 9.788573 9.788581
-23.5834 -46.6799 732.41 978645.59 9.788738 9.788589 9.788597
-23.6201 -46.6784 740.59 978646.29 9.788762 9.788613 9.788621
-23.6531 -46.7061 754.20 978646.61 9.788784 9.788635 9.788643
-23.6509 -46.6839 793.49 978638.45 9.788783 9.788634 9.788642
-23.6747 -46.6782 764.53 978645.99 9.788798 9.788649 9.788657
-23.6652 -46.6587 763.11 978645.75 9.788792 9.788643 9.788651
-23.5479 -46.6811 822.42 978621.26 9.788715 9.788565 9.788573
-23.5167 -46.6392 722.91 978640.74 9.788694 9.788545 9.788553
-23.5152 -46.6532 720.74 978641.30 9.788693 9.788544 9.788552
-23.5226 -46.6504 721.67 978641.78 9.788698 9.788549 9.788557
-23.4739 -46.6671 745.32 978634.70 9.788666 9.788517 9.788525
-23.4826 -46.6782 728.76 978638.51 9.788672 9.788522 9.788530
-23.4956 -46.6992 757.14 978633.93 9.788680 9.788531 9.788539
-23.4837 -46.7126 765.79 978630.25 9.788672 9.788523 9.788531
-23.4772 -46.7397 787.68 978625.39 9.788668 9.788519 9.788527
-23.4537 -46.6967 796.37 978624.47 9.788653 9.788503 9.788511
-23.4317 -46.7254 822.71 978620.20 9.788638 9.788489 9.788497
-23.3974 -46.7174 816.33 978619.16 9.788616 9.788466 9.788474
-23.3799 -46.6321 798.80 978620.79 9.788604 9.788455 9.788463
-23.4724 -46.6192 805.94 978620.81 9.788665 9.788516 9.788524
-23.5004 -46.6132 730.54 978636.41 9.788683 9.788534 9.788542
-23.5882 -46.6349 806.53 978630.24 9.788741 9.788592 9.788600
-23.5671 -46.6387 793.82 978629.60 9.788727 9.788578 9.788586
-23.5567 -46.6361 765.97 978633.00 9.788721 9.788571 9.788579
-23.5386 -46.5671 741.79 978636.32 9.788709 9.788559 9.788567
-23.5391 -46.5592 740.82 978637.32 9.788709 9.788560 9.788568
-23.5314 -46.5632 733.29 978637.50 9.788704 9.788555 9.788563
-23.5217 -46.5584 729.13 978638.91 9.788697 9.788548 9.788556
-23.5287 -46.5906 723.69 978640.22 9.788702 9.788553 9.788561
-23.5216 -46.6106 722.66 978641.13 9.788697 9.788548 9.788556
-23.4704 -46.5669 730.71 978634.11 9.788664 9.788514 9.788522
-23.4657 -46.5307 773.62 978626.10 9.788661 9.788511 9.788519
-23.4567 -46.5367 769.06 978623.25 9.788655 9.788505 9.788513
-23.4427 -46.5467 795.07 978620.35 9.788645 9.788496 9.788504
-23.4512 -46.5644 742.56 978633.07 9.788651 9.788502 9.788510
-23.6752 -46.6314 801.97 978640.09 9.788799 9.788650 9.788658
-23.6608 -46.5923 747.37 978650.81 9.788789 9.788640 9.788648
-23.6681 -46.5795 744.96 978651.96 9.788794 9.788645 9.788653
-23.6721 -46.5716 762.66 978650.31 9.788797 9.788648 9.788656
-23.6879 -46.5597 760.31 978652.79 9.788807 9.788658 9.788666
-23.7046 -46.5352 768.92 978654.19 9.788818 9.788669 9.788677
-23.6948 -46.5268 818.45 978643.55 9.788812 9.788663 9.788671
-23.6993 -46.5041 776.93 978655.11 9.788815 9.788666 9.788674
-23.7098 -46.5004 789.11 978654.34 9.788822 9.788673 9.788681
-23.7408 -46.5226 793.86 978653.79 9.788842 9.788693 9.788701
-23.7189 -46.5609 771.58 978651.22 9.788828 9.788679 9.788687
-23.7260 -46.5433 802.82 978649.15 9.788832 9.788683 9.788692
-23.7544 -46.5747 790.23 978651.29 9.788851 9.788702 9.788710
-23.7646 -46.5907 767.57 978657.51 9.788858 9.788709 9.788717
-23.7717 -46.6111 773.49 978657.29 9.788863 9.788714 9.788722
-23.7877 -46.5964 755.50 978663.95 9.788873 9.788725 9.788733
-23.8108 -46.5078 761.68 978671.56 9.788889 9.788740 9.788748
-23.7886 -46.5189 773.79 978664.43 9.788874 9.788725 9.788733
-23.7688 -46.5337 754.09 978663.70 9.788861 9.788712 9.788720
-23.7074 -46.4669 797.68 978645.53 9.788820 9.788671 9.788679
-23.6984 -46.4816 783.35 978651.16 9.788814 9.788665 9.788673
-23.6782 -46.4596 778.97 978650.05 9.788801 9.788652 9.788660
-23.6774 -46.4359 788.92 978646.69 9.788800 9.788651 9.788659
-23.6766 -46.4459 785.36 978648.13 9.788800 9.788651 9.788659
-23.6684 -46.4244 778.04 978647.14 9.788794 9.788645 9.788653
-23.7082 -46.4036 756.31 978661.49 9.788821 9.788672 9.788680
-23.6846 -46.3719 775.29 978655.13 9.788805 9.788656 9.788664
-23.6611 -46.3372 762.82 978655.38 9.788789 9.788640 9.788648
-23.6492 -46.3252 768.98 978652.56 9.788782 9.788632 9.788641
-23.6184 -46.3164 755.02 978651.51 9.788761 9.788612 9.788620
-23.5744 -46.3037 751.22 978650.84 9.788732 9.788583 9.788591
-23.5561 -46.3072 755.49 978647.80 9.788720 9.788571 9.788579
-23.5377 -46.3126 737.73 978646.26 9.788708 9.788559 9.788567
-23.6319 -46.6042 811.63 978633.39 9.788770 9.788621 9.788629
-23.6241 -46.6066 789.04 978636.95 9.788765 9.788616 9.788624
-23.6161 -46.6104 758.23 978643.25 9.788760 9.788611 9.788619
-23.6356 -46.6139 822.09 978631.47 9.788773 9.788623 9.788632
-23.6202 -46.6194 788.37 978637.44 9.788762 9.788613 9.788621
-23.5847 -46.6177 734.68 978646.29 9.788739 9.788590 9.788598
-23.5736 -46.6071 728.02 978646.47 9.788732 9.788582 9.788590
-23.5916 -46.6119 778.45 978636.89 9.788744 9.788594 9.788602
-23.5814 -46.5902 739.93 978643.13 9.788737 9.788588 9.788596
-23.5856 -46.5806 741.16 978644.25 9.788740 9.788590 9.788598
-23.5766 -46.5829 754.35 978639.70 9.788734 9.788584 9.788592
-23.6014 -46.5827 732.24 978647.57 9.788750 9.788601 9.788609
-23.6014 -46.5754 732.21 978647.25 9.788750 9.788601 9.788609
-23.5941 -46.5704 790.56 978633.78 9.788745 9.788596 9.788604
-23.5859 -46.5682 763.85 978637.94 9.788740 9.788591 9.788599
-23.5762 -46.5707 759.20 978638.25 9.788733 9.788584 9.788592
-23.5691 -46.5659 789.28 978630.51 9.788729 9.788579 9.788588
-23.5602 -46.5404 783.31 978632.14 9.788723 9.788574 9.788582
-23.5579 -46.5314 775.46 978632.14 9.788721 9.788572 9.788580
-23.5576 -46.5236 748.37 978639.19 9.788721 9.788572 9.788580
-23.5699 -46.5402 798.95 978629.65 9.788729 9.788580 9.788588
-23.5787 -46.5402 799.54 978629.74 9.788735 9.788586 9.788594
-23.5739 -46.5561 786.86 978631.13 9.788732 9.788583 9.788591
-23.5924 -46.5592 757.45 978638.38 9.788744 9.788595 9.788603
-23.6009 -46.5567 781.76 978634.41 9.788750 9.788600 9.788609
-23.6024 -46.5701 733.44 978647.30 9.788751 9.788601 9.788610
-23.6529 -46.6129 799.96 978637.38 9.788784 9.788635 9.788643
-23.6549 -46.6019 757.58 978646.35 9.788785 9.788636 9.788644
-23.6464 -46.5611 779.11 978643.93 9.788780 9.788631 9.788639
-23.6439 -46.5511 799.34 978640.47 9.788778 9.788629 9.788637
-23.6164 -46.5512 750.87 978643.13 9.788760 9.788611 9.788619
-23.6091 -46.5501 739.82 978644.38 9.788755 9.788606 9.788614
-23.6212 -46.5259 798.29 978639.40 9.788763 9.788614 9.788622
-23.6199 -46.5169 775.14 978644.88 9.788762 9.788613 9.788621
-23.6469 -46.4896 785.33 978644.19 9.788780 9.788631 9.788639
-23.6304 -46.5234 760.09 978647.26 9.788769 9.788620 9.788628
-23.6464 -46.5362 755.02 978649.66 9.788780 9.788631 9.788639
-23.6692 -46.5391 804.16 978643.18 9.788795 9.788646 9.788654
-23.6796 -46.5334 822.77 978639.88 9.788802 9.788653 9.788661
-23.6677 -46.5006 765.95 978651.81 9.788794 9.788645 9.788653
-23.6854 -46.5107 810.27 978644.79 9.788806 9.788656 9.788665
-23.6541 -46.5712 753.04 978649.69 9.788785 9.788636 9.788644
-23.6326 -46.4731 791.25 978644.26 9.788771 9.788621 9.788630
-23.6269 -46.4617 833.46 978633.54 9.788767 9.788618 9.788626
-23.6449 -46.4531 798.18 978641.82 9.788779 9.788630 9.788638
-23.6187 -46.4231 805.87 978639.22 9.788761 9.788612 9.788620
-23.6124 -46.4069 826.06 978642.88 9.788757 9.788608 9.788616
-23.5934 -46.4189 801.66 978637.90 9.788745 9.788596 9.788604
-23.5724 -46.3937 790.11 978639.25 9.788731 9.788582 9.788590
-23.5701 -46.3637 761.14 978645.96 9.788729 9.788580 9.788588
-23.5612 -46.3334 767.90 978644.47 9.788723 9.788574 9.788582
-23.5691 -46.3401 777.77 978643.63 9.788729 9.788579 9.788588
-23.5984 -46.3622 759.50 978646.49 9.788748 9.788599 9.788607
-23.6244 -46.4834 772.26 978646.56 9.788765 9.788616 9.788624
-23.6389 -46.4869 821.84 978636.94 9.788775 9.788626 9.788634
-23.6001 -46.4702 789.21 978640.95 9.788749 9.788600 9.788608
-23.5947 -46.4512 769.14 978646.00 9.788746 9.788596 9.788604
-23.5896 -46.4891 760.61 978639.64 9.788742 9.788593 9.788601
-23.5704 -46.4697 799.62 978633.50 9.788730 9.788580 9.788588
-23.5502 -46.4621 755.30 978637.99 9.788716 9.788567 9.788575
-23.5526 -46.4922 761.37 978637.38 9.788718 9.788569 9.788577
-23.5324 -46.4851 769.03 978632.66 9.788704 9.788555 9.788563
-23.5074 -46.4682 744.33 978634.56 9.788688 9.788539 9.788547
-23.5037 -46.4319 738.52 978637.84 9.788686 9.788536 9.788544
-23.5309 -46.4657 789.77 978630.78 9.788704 9.788554 9.788562
-23.5374 -46.4266 762.68 978637.01 9.788708 9.788558 9.788567
-23.5281 -46.4172 802.74 978629.09 9.788702 9.788552 9.788560
-23.5547 -46.3837 806.13 978634.07 9.788719 9.788570 9.788578
-23.5411 -46.3674 756.03 978642.14 9.788710 9.788561 9.788569
-23.5461 -46.3411 743.67 978647.34 9.788714 9.788564 9.788572
-23.5282 -46.3256 737.40 978646.24 9.788702 9.788552 9.788560
-23.5236 -46.3384 743.84 978643.15 9.788699 9.788549 9.788557
-23.5284 -46.3447 757.26 978640.84 9.788702 9.788553 9.788561
-23.5269 -46.3671 778.50 978635.11 9.788701 9.788552 9.788560
-23.5012 -46.3974 769.66 978631.90 9.788684 9.788535 9.788543
-23.5202 -46.3859 809.95 978626.66 9.788696 9.788547 9.788555
-23.5032 -46.4127 766.22 978633.00 9.788685 9.788536 9.788544
-23.4946 -46.4041 737.36 978637.70 9.788680 9.788530 9.788538
-23.4934 -46.4199 740.28 978635.79 9.788679 9.788529 9.788538
-23.4699 -46.4326 749.10 978633.71 9.788663 9.788514 9.788522
-23.4859 -46.4364 761.33 978637.31 9.788674 9.788524 9.788533
-23.4784 -46.5274 724.49 978634.39 9.788669 9.788520 9.788528
-23.4842 -46.4876 727.79 978637.76 9.788673 9.788523 9.788531
-23.4686 -46.5169 738.18 978632.57 9.788662 9.788513 9.788521
-23.4727 -46.5251 727.60 978634.28 9.788665 9.788516 9.788524
-23.4942 -46.5437 723.63 978638.32 9.788679 9.788530 9.788538
-23.5021 -46.5549 752.50 978633.24 9.788685 9.788535 9.788543
-23.4577 -46.4716 769.52 978627.03 9.788655 9.788506 9.788514
-23.4582 -46.4466 746.35 978631.40 9.788656 9.788506 9.788514
-23.4456 -46.4202 763.16 978628.95 9.788647 9.788498 9.788506
-23.4347 -46.4101 791.27 978622.88 9.788640 9.788491 9.788499
-23.4232 -46.4259 764.09 978627.25 9.788633 9.788483 9.788491
-23.4072 -46.4331 747.57 978625.50 9.788622 9.788473 9.788481
-23.4057 -46.4542 751.64 978628.07 9.788621 9.788472 9.788480
-23.4159 -46.4654 743.38 978626.09 9.788628 9.788478 9.788486
-23.4234 -46.5026 744.39 978629.56 9.788633 9.788483 9.788491
-23.4339 -46.5354 759.30 978629.16 9.788640 9.788490 9.788498
-23.4074 -46.5429 749.44 978632.29 9.788622 9.788473 9.788481
-23.3969 -46.5216 757.56 978630.63 9.788615 9.788466 9.788474
-23.4379 -46.5676 751.80 978632.07 9.788642 9.788493 9.788501
-23.6491 -46.5817 768.03 978645.36 9.788782 9.788632 9.788641
-23.6557 -46.4294 798.19 978643.88 9.788786 9.788637 9.788645
-23.6531 -46.4079 776.23 978646.90 9.788784 9.788635 9.788643
-23.6266 -46.3996 777.56 978644.40 9.788767 9.788617 9.788626
-23.6324 -46.3794 775.30 978647.31 9.788770 9.788621 9.788629
-23.6227 -46.3497 780.27 978645.00 9.788764 9.788615 9.788623
-23.5852 -46.3086 760.98 978649.18 9.788739 9.788590 9.788598
-23.6207 -46.2969 752.59 978659.44 9.788763 9.788614 9.788622
-23.6434 -46.3442 773.32 978649.69 9.788778 9.788629 9.788637
-23.6526 -46.3709 795.10 978645.15 9.788784 9.788635 9.788643
-23.6809 -46.3967 783.91 978650.29 9.788803 9.788654 9.788662
-23.7287 -46.3916 754.50 978665.65 9.788834 9.788685 9.788693
-23.7441 -46.3829 757.29 978666.96 9.788844 9.788696 9.788704
-23.7456 -46.3644 762.44 978666.50 9.788845 9.788697 9.788705
-23.7492 -46.4457 755.89 978665.81 9.788848 9.788699 9.788707
-23.5517 -46.6099 733.50 978639.47 9.788717 9.788568 9.788576
-23.5244 -46.5686 722.96 978641.31 9.788699 9.788550 9.788558
-23.4851 -46.5796 770.66 978623.55 9.788673 9.788524 9.788532
-23.4772 -46.5976 794.58 978622.66 9.788668 9.788519 9.788527
-23.4632 -46.6039 746.60 978632.97 9.788659 9.788509 9.788518
-23.4464 -46.5981 788.38 978624.72 9.788648 9.788498 9.788507
-23.4326 -46.5874 793.97 978623.95 9.788639 9.788489 9.788497
-23.4052 -46.5794 772.95 978626.21 9.788621 9.788471 9.788479
-23.8322 -46.4719 743.15 978681.13 9.788903 9.788754 9.788762
-23.8116 -46.4599 751.38 978676.99 9.788889 9.788740 9.788749
-23.7694 -46.3527 760.88 978670.06 9.788861 9.788712 9.788720
-23.7757 -46.2981 820.76 978650.34 9.788865 9.788717 9.788725
-23.7599 -46.2786 823.85 978650.50 9.788855 9.788706 9.788714
-23.7474 -46.2661 786.97 978657.11 9.788847 9.788698 9.788706
-23.7561 -46.2477 857.47 978640.56 9.788852 9.788703 9.788712
-23.6951 -46.2442 761.33 978660.65 9.788812 9.788663 9.788671
-23.6876 -46.2247 767.46 978656.39 9.788807 9.788658 9.788666
-23.6732 -46.1923 754.66 978653.44 9.788797 9.788648 9.788656
-23.6754 -46.1837 770.97 978649.13 9.788799 9.788650 9.788658
-23.7026 -46.1911 777.62 978651.72 9.788817 9.788668 9.788676
-23.7373 -46.1829 776.95 978651.56 9.788840 9.788691 9.788699
-23.7421 -46.1657 722.35 978669.00 9.788843 9.788694 9.788702
-23.7972 -46.2074 742.60 978668.66 9.788880 9.788731 9.788739
-23.7836 -46.2279 903.74 978634.59 9.788871 9.788722 9.788730
-23.7059 -46.2846 765.38 978663.75 9.788819 9.788670 9.788678
-23.7211 -46.2809 764.06 978664.59 9.788829 9.788680 9.788688
-23.7121 -46.2941 769.72 978664.75 9.788823 9.788674 9.788682
-23.7254 -46.3002 772.85 978664.04 9.788832 9.788683 9.788691
-23.7359 -46.3087 774.97 978664.16 9.788839 9.788690 9.788698
-23.6741 -46.2942 763.81 978661.71 9.788798 9.788649 9.788657
-23.6614 -46.2804 790.32 978654.51 9.788790 9.788641 9.788649
-23.6541 -46.2721 790.41 978652.20 9.788785 9.788636 9.788644
-23.6161 -46.2574 760.05 978653.78 9.788760 9.788611 9.788619
-23.6457 -46.2436 760.96 978657.84 9.788779 9.788630 9.788638
-23.6792 -46.2411 783.60 978655.29 9.788801 9.788652 9.788660
-23.6641 -46.2441 798.79 978650.50 9.788791 9.788642 9.788650
-23.7339 -46.2686 784.91 978658.81 9.788838 9.788689 9.788697
-23.7287 -46.2169 797.66 978648.19 9.788834 9.788685 9.788693
-23.6219 -46.1722 747.78 978655.31 9.788764 9.788614 9.788622
-23.5374 -46.1914 752.76 978652.35 9.788708 9.788558 9.788567
-23.6877 -46.2247 766.10 978656.96 9.788807 9.788658 9.788666
-23.6731 -46.2234 796.91 978650.63 9.788797 9.788648 9.788656
-23.6049 -46.1637 770.38 978650.00 9.788752 9.788603 9.788611
-23.5724 -46.2536 746.80 978651.44 9.788731 9.788582 9.788590
-23.5837 -46.2419 782.57 978644.76 9.788738 9.788589 9.788597
-23.5952 -46.2359 801.57 978641.60 9.788746 9.788597 9.788605
-23.6087 -46.2331 784.25 978646.89 9.788755 9.788606 9.788614
-23.5437 -46.2577 737.02 978646.84 9.788712 9.788563 9.788571
-23.5581 -46.2541 739.84 978650.46 9.788721 9.788572 9.788580
-23.5277 -46.2979 735.30 978644.51 9.788701 9.788552 9.788560
-23.5044 -46.2796 803.59 978628.25 9.788686 9.788537 9.788545
-23.4974 -46.3306 732.32 978642.38 9.788681 9.788532 9.788540
-23.4962 -46.3279 733.99 978641.66 9.788681 9.788531 9.788539
-23.5091 -46.3104 740.02 978642.80 9.788689 9.788540 9.788548
-23.5267 -46.3049 733.64 978645.80 9.788701 9.788551 9.788559
-23.6501 -46.6706 746.20 978647.30 9.788782 9.788633 9.788641
-23.6662 -46.6897 754.86 978647.35 9.788793 9.788644 9.788652
-23.6731 -46.7166 737.52 978652.15 9.788797 9.788648 9.788656
-23.6927 -46.7141 740.05 978651.94 9.788810 9.788661 9.788669
-23.7267 -46.7009 769.15 978649.25 9.788833 9.788684 9.788692
-23.7429 -46.7026 773.01 978650.69 9.788844 9.788695 9.788703
-23.7467 -46.6716 750.97 978656.94 9.788846 9.788697 9.788705
-23.7682 -46.6674 764.40 978654.31 9.788860 9.788712 9.788720
-23.7617 -46.6951 755.40 978656.06 9.788856 9.788707 9.788715
-23.7829 -46.7096 781.73 978652.47 9.788870 9.788721 9.788729
-23.7682 -46.7426 796.24 978649.69 9.788860 9.788712 9.788720
-23.8252 -46.7521 775.52 978660.93 9.788898 9.788750 9.788758
-23.8224 -46.7679 767.88 978662.32 9.788896 9.788748 9.788756
-23.8404 -46.7836 751.59 978667.41 9.788908 9.788760 9.788768
-23.8276 -46.7306 774.58 978662.13 9.788900 9.788751 9.788759
-23.8376 -46.5778 778.87 978668.84 9.788907 9.788758 9.788766
-23.8386 -46.5888 750.20 978675.72 9.788907 9.788758 9.788767
-23.7694 -46.6481 766.88 978648.13 9.788861 9.788712 9.788720
-23.7796 -46.6459 763.11 978657.36 9.788868 9.788719 9.788727
-23.8076 -46.6407 769.41 978661.66 9.788887 9.788738 9.788746
-23.8111 -46.6642 761.95 978665.57 9.788889 9.788740 9.788748
-23.7929 -46.6882 798.91 978648.31 9.788877 9.788728 9.788736
-23.8101 -46.6936 802.50 978653.94 9.788888 9.788739 9.788748
-23.4199 -46.4071 770.09 978626.03 9.788631 9.788481 9.788489
-23.5197 -46.2284 751.24 978639.38 9.788696 9.788547 9.788555
-23.5539 -46.2207 769.88 978637.61 9.788719 9.788569 9.788577
-23.5554 -46.1987 789.34 978639.35 9.788720 9.788570 9.788578
-23.5764 -46.1739 769.07 978648.18 9.788734 9.788584 9.788592
-23.8139 -46.8006 742.23 978664.63 9.788891 9.788742 9.788750
-23.8158 -46.8305 742.61 978661.85 9.788892 9.788743 9.788751
-23.8013 -46.8447 794.00 978649.04 9.788882 9.788734 9.788742
-23.6314 -46.7365 750.97 978647.25 9.788770 9.788621 9.788629
-23.6224 -46.7632 782.98 978639.31 9.788764 9.788615 9.788623
-23.6285 -46.8090 797.03 978634.80 9.788768 9.788619 9.788627
-23.6857 -46.8020 831.53 978632.49 9.788806 9.788657 9.788665
-23.6756 -46.8164 773.64 978643.19 9.788799 9.788650 9.788658
-23.7463 -46.8494 925.99 978616.28 9.788846 9.788697 9.788705
-23.7815 -46.8631 842.16 978635.41 9.788869 9.788720 9.788728
-23.8270 -46.9258 802.92 978648.55 9.788900 9.788751 9.788759
-23.4387 -46.4758 760.25 978625.89 9.788643 9.788493 9.788501
-23.5297 -46.1594 742.92 978645.24 9.788703 9.788553 9.788561
-23.4948 -46.2253 913.33 978603.74 9.788680 9.788530 9.788538
-23.6847 -46.6269 785.30 978643.21 9.788805 9.788656 9.788664
-23.6613 -46.6932 752.73 978646.95 9.788790 9.788641 9.788649
-23.6859 -46.7546 751.15 978652.47 9.788806 9.788657 9.788665
-23.7260 -46.7730 747.49 978655.15 9.788832 9.788683 9.788692
-23.7454 -46.7725 769.59 978651.75 9.788845 9.788696 9.788704
-23.7661 -46.7877 738.38 978660.45 9.788859 9.788710 9.788718
-23.7617 -46.8381 787.76 978647.57 9.788856 9.788707 9.788715
-23.7930 -46.8724 931.12 978618.00 9.788877 9.788728 9.788736
-23.8061 -46.9480 762.55 978652.19 9.788886 9.788737 9.788745
-23.8288 -46.9825 782.58 978652.13 9.788901 9.788752 9.788760
-23.7839 -46.9106 845.99 978636.54 9.788871 9.788722 9.788730
-23.7755 -46.9313 886.79 978625.90 9.788865 9.788716 9.788724
-23.7496 -46.9701 946.69 978611.40 9.788848 9.788699 9.788707
-23.7539 -46.9180 880.00 978625.35 9.788851 9.788702 9.788710
-23.7002 -47.0101 946.66 978599.54 9.788815 9.788666 9.788674
-23.6193 -46.9744 929.55 978600.69 9.788762 9.788613 9.788621
-23.6080 -46.9526 885.33 978609.29 9.788754 9.788605 9.788613
-23.5972 -46.9802 923.91 978600.19 9.788747 9.788598 9.788606
-23.6347 -46.9552 776.44 978633.55 9.788772 9.788623 9.788631
-23.6497 -46.9568 872.48 978614.47 9.788782 9.788633 9.788641
-23.6590 -46.9477 893.74 978609.86 9.788788 9.788639 9.788647
-23.6493 -46.9153 892.77 978609.74 9.788782 9.788633 9.788641
-23.6455 -46.9005 806.72 978627.69 9.788779 9.788630 9.788638
-23.6850 -46.8959 830.60 978628.00 9.788805 9.788656 9.788664
-23.7476 -46.9005 805.03 978641.19 9.788847 9.788698 9.788706
-23.7262 -46.8930 791.88 978641.32 9.788833 9.788684 9.788692
-23.6124 -46.7922 754.35 978642.66 9.788757 9.788608 9.788616
-23.6141 -46.8201 842.62 978621.97 9.788758 9.788609 9.788617
-23.5775 -46.8363 767.02 978635.50 9.788734 9.788585 9.788593
-23.6095 -46.8452 836.61 978622.01 9.788755 9.788606 9.788614
-23.6290 -46.8798 796.23 978629.82 9.788768 9.788619 9.788627
-23.5999 -46.8763 755.44 978638.01 9.788749 9.788600 9.788608
-23.6174 -46.8921 771.66 978634.11 9.788761 9.788611 9.788619
-23.5802 -46.9023 781.45 978629.07 9.788736 9.788587 9.788595
-23.5645 -46.9276 748.69 978632.50 9.788726 9.788576 9.788584
-23.5484 -46.9339 764.89 978627.65 9.788715 9.788566 9.788574
-23.5421 -46.9638 759.36 978627.84 9.788711 9.788562 9.788570
-23.5544 -46.9833 803.66 978618.81 9.788719 9.788570 9.788578
-23.5707 -46.9934 803.08 978620.35 9.788730 9.788580 9.788589
-23.5164 -46.9832 807.27 978623.55 9.788694 9.788545 9.788553
-23.5992 -46.7498 740.12 978645.28 9.788749 9.788599 9.788607
-23.5857 -46.7595 747.32 978640.44 9.788740 9.788590 9.788599
-23.5549 -46.8016 808.78 978624.56 9.788719 9.788570 9.788578
-23.5467 -46.8336 785.11 978628.16 9.788714 9.788565 9.788573
-23.5693 -46.8594 827.89 978620.59 9.788729 9.788580 9.788588
-23.5324 -46.8835 789.32 978623.44 9.788704 9.788555 9.788563
-23.5165 -46.9287 753.30 978629.50 9.788694 9.788545 9.788553
-23.5071 -46.9530 888.35 978603.05 9.788688 9.788538 9.788547
-23.4835 -46.9742 996.99 978580.44 9.788672 9.788523 9.788531
-23.4881 -46.9442 1003.85 978578.95 9.788675 9.788526 9.788534
