-23.5849 -46.6094 774.97 978636.66 978873.911674 978858.987776 978859.797091 -223.137091 16.018651 -70.700492
-23.5834 -46.6095 736.51 978645.30 978873.812671 978858.888507 978859.697824 -214.397824 12.889162 -69.526307
-23.6502 -46.6270 794.05 978638.26 978878.226267 978863.313973 978864.123188 -225.863188 19.180642 -69.673553
-23.5567 -46.6100 759.50 978627.31 978872.051228 978857.122327 978857.931685 -230.621685 3.760015 -81.228035
-23.6247 -46.6610 790.00 978635.78 978876.540309 978861.623481 978862.432735 -226.652735 17.141265 -71.259735
-23.5332 -46.6165 773.20 978635.63 978870.502160 978855.569093 978856.378486 -220.748486 17.861034 -68.660046
-23.6332 -46.6365 794.90 978636.19 978877.102140 978862.186823 978862.996064 -226.806064 18.500076 -70.449234
-23.5299 -46.3315 758.33 978633.13 978870.284726 978855.351075 978856.160473 -223.030473 10.990165 -73.866962
-23.5848 -46.7749 789.12 978635.13 978873.905073 978858.981158 978859.790473 -224.660473 18.861959 -69.440569
-23.5999 -46.6499 779.46 978638.41 978874.901967 978859.980733 978860.790025 -222.380025 18.161331 -69.060243
-23.5898 -46.6149 774.97 978637.09 978874.235116 978859.312089 978860.121396 -223.031396 16.124346 -70.594797
-23.5399 -46.2199 736.30 978645.00 978870.943688 978856.011809 978856.821192 -211.821192 15.400988 -66.990982
-23.6082 -46.9265 853.54 978616.03 978875.450136 978860.530377 978861.339656 -245.309656 18.092788 -77.418338
-23.5199 -46.1832 744.74 978640.40 978869.625979 978854.690556 978855.499969 -215.099969 14.726795 -68.609611
-23.5099 -46.7349 743.62 978637.19 978868.967446 978854.030252 978854.839681 -217.649681 11.831451 -71.379627
-23.4532 -46.7799 766.67 978628.70 978865.237633 978850.290408 978851.099922 -222.399922 14.194440 -71.595933
-23.4332 -46.4832 825.00 978626.81 978863.923654 978848.972894 978849.782439 -222.972439 31.622561 -60.694939
-23.7300 -46.5464 767.23 978656.90 978883.511300 978868.613218 978869.422312 -212.522312 24.244866 -61.608171
-23.8043 -46.5423 748.44 978670.95 978888.444282 978873.559464 978874.368445 -203.418445 27.550139 -56.200297
-23.6746 -46.3497 766.74 978656.13 978879.840799 978864.932846 978865.742025 -209.612025 27.003939 -58.794267
-23.7082 -46.4120 763.22 978659.03 978882.066170 978867.164202 978867.973329 -208.943329 26.586363 -58.817955
-23.6558 -46.4508 846.13 978632.66 978878.596702 978863.685405 978864.494611 -231.834611 29.281107 -65.400840
-23.6444 -46.5210 783.30 978644.25 978877.842672 978862.929346 978863.738570 -219.488570 22.237810 -65.413460
-23.6076 -46.5727 799.40 978639.31 978875.410505 978860.490638 978861.299918 -221.989918 24.704922 -64.747938
-23.6540 -46.5712 753.04 978649.85 978878.477626 978863.566008 978864.375218 -214.525218 17.862926 -66.402250
-23.6246 -46.6609 790.01 978635.47 978876.533700 978861.616854 978862.426108 -226.956108 16.840978 -71.561141
-23.6171 -46.7007 729.82 978650.38 978876.038096 978861.119918 978861.929183 -211.549183 13.673269 -67.993589
-23.6142 -46.7311 813.01 978632.82 978875.846495 978860.927801 978861.737071 -228.917071 21.977815 -68.998004
-23.5719 -46.7012 726.19 978644.56 978873.053809 978858.127605 978858.936940 -214.376940 9.725294 -71.535367
-23.5659 -46.7187 744.57 978640.11 978872.657994 978857.730726 978858.540069 -218.430069 11.344233 -71.973150
-23.5136 -46.7262 720.53 978641.76 978869.211078 978854.274539 978855.083962 -213.323962 9.031596 -71.595711
-23.5072 -46.6891 728.39 978638.45 978868.789679 978853.852007 978854.661440 -216.211440 8.569714 -72.937127
-23.4894 -46.6261 802.71 978621.89 978867.618127 978852.677303 978853.486763 -231.596763 16.119543 -73.703706
-23.5184 -46.6249 721.82 978639.89 978869.527185 978854.591496 978855.400912 -215.510912 7.242740 -73.528918
-23.5675 -46.5871 798.01 978629.06 978872.763538 978857.836553 978858.645894 -229.585894 16.679992 -72.617327
-23.5371 -46.4551 751.27 978636.96 978870.759157 978855.826782 978856.636169 -219.676169 12.165753 -71.901360
-23.5444 -46.4092 761.64 978639.34 978871.240291 978856.309210 978857.118586 -217.778586 17.263518 -67.963998
-23.5284 -46.3448 757.26 978640.72 978870.185900 978855.251983 978856.061384 -215.341384 18.349052 -66.388342
-23.5407 -46.2705 736.88 978649.15 978870.996415 978856.064677 978856.874059 -207.724059 19.677109 -62.779763
-23.5425 -46.2441 737.41 978643.80 978871.115054 978856.183635 978856.993014 -213.193014 14.371712 -68.144467
-23.5210 -46.1949 743.16 978640.29 978869.698431 978854.763202 978855.572614 -215.282614 14.056562 -69.103042
-23.4823 -46.3482 759.89 978634.75 978867.151012 978852.208932 978853.018403 -218.268403 16.233651 -68.798040
-23.7001 -46.7006 785.07 978641.88 978881.529476 978866.626065 978867.435204 -225.555204 16.717398 -71.131935
-23.7807 -46.7251 741.77 978660.95 978886.876139 978871.987105 978872.796122 -211.846122 17.064100 -65.939963
-23.8277 -46.7306 774.66 978662.06 978890.000303 978875.119670 978875.928615 -213.868615 25.191461 -61.492993
-23.8274 -46.8130 746.92 978663.25 978889.980347 978875.099660 978875.908606 -212.658606 17.840906 -65.739442
-23.7170 -46.8490 906.33 978616.81 978882.649403 978867.749004 978868.558117 -251.748117 27.945321 -73.473006
-23.6486 -46.8521 778.06 978637.56 978878.120440 978863.207862 978864.017079 -226.457079 13.652237 -73.412677
-23.6174 -46.9524 853.12 978615.86 978876.057918 978861.139793 978861.949058 -246.089058 17.183774 -78.280354
-23.3956 -46.7657 797.08 978624.53 978861.455707 978846.498309 978847.307911 -222.777911 23.200977 -65.992275
-23.8472 -46.3914 3.68 978816.88 978891.297877 978876.420732 978877.229648 -60.349648 -59.214000 -59.625792
-23.6269 -46.6291 749.49 978646.16 978876.685709 978861.769272 978862.578523 -216.418523 14.874091 -68.993840
-23.6124 -46.6274 745.58 978646.86 978875.727579 978860.808566 978861.617839 -214.757839 15.328149 -68.102253
-23.5814 -46.6257 790.87 978632.69 978873.680674 978858.756156 978859.565476 -226.875476 17.187006 -71.311347
-23.5761 -46.6429 798.06 978630.55 978873.330926 978858.405467 978859.214795 -228.664795 17.616521 -71.686393
-23.5622 -46.6394 752.54 978634.99 978872.413947 978857.486022 978858.295371 -223.305371 8.928473 -75.280753
