-23.5849 -46.6094 774.97 978636.66 9.788739 9.788590 9.788598 978626.871402 978866.027144 978779.308001
-23.5834 -46.6095 736.51 978645.30 9.788738 9.788589 9.788597 978635.511403 978862.798389 978780.382920
-23.6502 -46.6270 794.05 978638.26 9.788782 9.788633 9.788641 978628.471359 978873.515189 978784.660994
-23.5567 -46.6100 759.50 978627.31 9.788721 9.788571 9.788579 978617.521421 978851.903121 978766.915071
-23.6247 -46.6610 790.00 978635.78 9.788765 9.788616 9.788624 978625.991376 978869.785376 978781.384376
-23.5332 -46.6165 773.20 978635.63 9.788705 9.788556 9.788564 978625.841436 978864.450956 978777.929876
-23.6332 -46.6365 794.90 978636.19 9.788771 9.788622 9.788630 978626.401370 978871.707510 978782.758200
-23.5299 -46.3315 758.33 978633.13 9.788703 9.788554 9.788562 978623.341438 978857.362076 978772.504949
-23.5848 -46.7749 789.12 978635.13 9.788739 9.788590 9.788598 978625.341402 978868.863834 978780.561306
-23.5999 -46.6499 779.46 978638.41 9.788749 9.788600 9.788608 978628.621392 978869.162748 978781.941174
-23.5898 -46.6149 774.97 978637.09 9.788742 9.788593 9.788601 978627.301399 978866.457141 978779.737998
-23.5399 -46.2199 736.30 978645.00 9.788709 9.788560 9.788568 978635.211432 978862.433612 978780.041642
-23.6082 -46.9265 853.54 978616.03 9.788755 9.788605 9.788613 978606.241387 978869.643831 978774.132705
-23.5199 -46.1832 744.74 978640.40 9.788696 9.788547 9.788555 978630.611445 978860.438209 978777.101803
-23.5099 -46.7349 743.62 978637.19 9.788690 9.788540 9.788548 978627.401452 978856.882584 978773.671506
-23.4532 -46.7799 766.67 978628.70 9.788652 9.788503 9.788511 978618.911489 978855.505851 978769.715478
-23.4332 -46.4832 825.00 978626.81 9.788639 9.788490 9.788498 978617.021502 978871.616502 978779.299002
-23.7300 -46.5464 767.23 978656.90 9.788835 9.788686 9.788694 978647.111306 978883.878484 978798.025447
-23.8043 -46.5423 748.44 978670.95 9.788884 9.788736 9.788744 978661.161256 978892.129840 978808.379404
-23.6746 -46.3497 766.74 978656.13 9.788798 9.788649 9.788657 978646.341343 978882.957307 978797.159101
-23.7082 -46.4120 763.22 978659.03 9.788821 9.788672 9.788680 978649.241320 978884.771012 978799.366694
-23.6558 -46.4508 846.13 978632.66 9.788786 9.788637 9.788645 978622.871355 978883.987073 978789.305126
-23.6444 -46.5210 783.30 978644.25 9.788778 9.788629 9.788637 978634.461363 978876.187743 978788.536473
-23.6076 -46.5727 799.40 978639.31 9.788754 9.788605 9.788613 978629.521387 978876.216227 978786.763367
-23.6540 -46.5712 753.04 978649.85 9.788785 9.788636 9.788644 978640.061356 978872.449500 978788.184324
-23.6246 -46.6609 790.01 978635.47 9.788765 9.788616 9.788624 978625.681376 978869.478462 978781.076343
-23.6171 -46.7007 729.82 978650.38 9.788760 9.788611 9.788619 978640.591381 978865.813833 978784.146975
-23.6142 -46.7311 813.01 978632.82 9.788758 9.788609 9.788617 978623.031383 978873.926269 978782.950450
-23.5719 -46.7012 726.19 978644.56 9.788731 9.788581 9.788589 978634.771411 978858.873645 978777.612984
-23.5659 -46.7187 744.57 978640.11 9.788727 9.788577 9.788585 978630.321415 978860.095717 978776.778334
-23.5136 -46.7262 720.53 978641.76 9.788692 9.788543 9.788551 978631.971449 978854.327007 978773.699700
-23.5072 -46.6891 728.39 978638.45 9.788688 9.788539 9.788547 978628.661453 978853.442607 978771.935766
-23.4894 -46.6261 802.71 978621.89 9.788676 9.788527 9.788535 978612.101465 978859.817771 978769.994522
-23.5184 -46.6249 721.82 978639.89 9.788695 9.788546 9.788554 978630.101446 978852.855098 978772.083440
-23.5675 -46.5871 798.01 978629.06 9.788728 9.788578 9.788586 978619.271414 978865.537300 978776.239981
-23.5371 -46.4551 751.27 978636.96 9.788708 9.788558 9.788566 978627.171434 978859.013356 978774.946243
-23.5444 -46.4092 761.64 978639.34 9.788712 9.788563 9.788571 978629.551429 978864.593533 978779.366017
-23.5284 -46.3448 757.26 978640.72 9.788702 9.788553 9.788561 978630.931439 978864.621875 978779.884481
-23.5407 -46.2705 736.88 978649.15 9.788710 9.788561 9.788569 978639.361431 978866.762599 978784.305727
-23.5425 -46.2441 737.41 978643.80 9.788711 9.788562 9.788570 978634.011430 978861.576156 978779.059977
-23.5210 -46.1949 743.16 978640.29 9.788697 9.788548 9.788556 978630.501444 978859.840620 978776.681016
-23.4823 -46.3482 759.89 978634.75 9.788672 9.788522 9.788530 978624.961470 978859.463524 978774.431833
