-23.5882 -46.6349 806.53 978630.24
-23.5671 -46.6387 793.82 978629.60
-23.5567 -46.6361 765.97 978633.00
-23.5386 -46.5671 741.79 978636.32
-23.5391 -46.5592 740.82 978637.32
-23.5314 -46.5632 733.29 978637.50
-23.5217 -46.5584 729.13 978638.91
-23.5287 -46.5906 723.69 978640.22
-23.5216 -46.6106 722.66 978641.13
-23.4704 -46.5669 730.71 978634.11
-23.4657 -46.5307 773.62 978626.10
-23.4567 -46.5367 769.06 978623.25
-23.4427 -46.5467 795.07 978620.35
-23.4512 -46.5644 742.56 978633.07
-23.6752 -46.6314 801.97 978640.09
-23.6608 -46.5923 747.37 978650.81
-23.6681 -46.5795 744.96 978651.96
-23.6721 -46.5716 762.66 978650.31
-23.6879 -46.5597 760.31 978652.79
-23.7046 -46.5352 768.92 978654.19
-23.6948 -46.5268 818.45 978643.55
-23.6993 -46.5041 776.93 978655.11
-23.7098 -46.5004 789.11 978654.34
-23.7408 -46.5226 793.86 978653.79
-23.7189 -46.5609 771.58 978651.22
-23.7260 -46.5433 802.82 978649.15
-23.7544 -46.5747 790.23 978651.29
-23.7646 -46.5907 767.57 978657.51
-23.7717 -46.6111 773.49 978657.29
-23.7877 -46.5964 755.50 978663.95
-23.8108 -46.5078 761.68 978671.56
-23.7886 -46.5189 773.79 978664.43
-23.7688 -46.5337 754.09 978663.70
-23.7074 -46.4669 797.68 978645.53
-23.6984 -46.4816 783.35 978651.16
-23.6782 -46.4596 778.97 978650.05
-23.6774 -46.4359 788.92 978646.69
-23.6766 -46.4459 785.36 978648.13
-23.6684 -46.4244 778.04 978647.14
-23.7082 -46.4036 756.31 978661.49
-23.6846 -46.3719 775.29 978655.13
-23.6611 -46.3372 762.82 978655.38
-23.6492 -46.3252 768.98 978652.56
-23.6184 -46.3164 755.02 978651.51
-23.5744 -46.3037 751.22 978650.84
-23.5561 -46.3072 755.49 978647.80
-23.5377 -46.3126 737.73 978646.26
-23.6319 -46.6042 811.63 978633.39
-23.6241 -46.6066 789.04 978636.95
-23.6161 -46.6104 758.23 978643.25
-23.6356 -46.6139 822.09 978631.47
-23.6202 -46.6194 788.37 978637.44
-23.5847 -46.6177 734.68 978646.29
-23.5736 -46.6071 728.02 978646.47
-23.5916 -46.6119 778.45 978636.89
-23.5814 -46.5902 739.93 978643.13
-23.5856 -46.5806 741.16 978644.25
-23.5766 -46.5829 754.35 978639.70
-23.6014 -46.5827 732.24 978647.57
-23.6014 -46.5754 732.21 978647.25
-23.5941 -46.5704 790.56 978633.78
-23.5859 -46.5682 763.85 978637.94
-23.5762 -46.5707 759.20 978638.25
-23.5691 -46.5659 789.28 978630.51
-23.5602 -46.5404 783.31 978632.14
-23.5579 -46.5314 775.46 978632.14
-23.5576 -46.5236 748.37 978639.19
-23.5699 -46.5402 798.95 978629.65
-23.5787 -46.5402 799.54 978629.74
-23.5739 -46.5561 786.86 978631.13
-23.5924 -46.5592 757.45 978638.38
-23.6009 -46.5567 781.76 978634.41
-23.6024 -46.5701 733.44 978647.30
-23.6529 -46.6129 799.96 978637.38
-23.6549 -46.6019 757.58 978646.35
-23.6464 -46.5611 779.11 978643.93
-23.6439 -46.5511 799.34 978640.47
-23.6164 -46.5512 750.87 978643.13
-23.6091 -46.5501 739.82 978644.38
-23.6212 -46.5259 798.29 978639.40
-23.6199 -46.5169 775.14 978644.88
-23.6469 -46.4896 785.33 978644.19
-23.6304 -46.5234 760.09 978647.26
-23.6464 -46.5362 755.02 978649.66
-23.6692 -46.5391 804.16 978643.18
-23.6796 -46.5334 822.77 978639.88
-23.6677 -46.5006 765.95 978651.81
-23.6854 -46.5107 810.27 978644.79
-23.6541 -46.5712 753.04 978649.69
-23.6326 -46.4731 791.25 978644.26
-23.6269 -46.4617 833.46 978633.54
-23.6449 -46.4531 798.18 978641.82
-23.6187 -46.4231 805.87 978639.22
-23.6124 -46.4069 826.06 978642.88
-23.5934 -46.4189 801.66 978637.90
-23.5724 -46.3937 790.11 978639.25
-23.5701 -46.3637 761.14 978645.96
-23.5612 -46.3334 767.90 978644.47
-23.5691 -46.3401 777.77 978643.63
-23.5984 -46.3622 759.50 978646.49
-23.6244 -46.4834 772.26 978646.56
-23.6389 -46.4869 821.84 978636.94
-23.6001 -46.4702 789.21 978640.95
-23.5947 -46.4512 769.14 978646.00
-23.5896 -46.4891 760.61 978639.64
-23.5704 -46.4697 799.62 978633.50
-23.5502 -46.4621 755.30 978637.99
-23.5526 -46.4922 761.37 978637.38
-23.5324 -46.4851 769.03 978632.66
-23.5074 -46.4682 744.33 978634.56
-23.5037 -46.4319 738.52 978637.84
-23.5309 -46.4657 789.77 978630.78
-23.5374 -46.4266 762.68 978637.01
-23.5281 -46.4172 802.74 978629.09
-23.5547 -46.3837 806.13 978634.07
-23.5411 -46.3674 756.03 978642.14
-23.5461 -46.3411 743.67 978647.34
-23.5282 -46.3256 737.40 978646.24
-23.5236 -46.3384 743.84 978643.15
-23.5284 -46.3447 757.26 978640.84
-23.5269 -46.3671 778.50 978635.11
-23.5012 -46.3974 769.66 978631.90
-23.5202 -46.3859 809.95 978626.66
-23.5032 -46.4127 766.22 978633.00
-23.4946 -46.4041 737.36 978637.70
-23.4934 -46.4199 740.28 978635.79
-23.4699 -46.4326 749.10 978633.71
-23.4859 -46.4364 761.33 978637.31
-23.4784 -46.5274 724.49 978634.39
-23.4842 -46.4876 727.79 978637.76
-23.4686 -46.5169 738.18 978632.57
-23.4727 -46.5251 727.60 978634.28
-23.4942 -46.5437 723.63 978638.32
-23.5021 -46.5549 752.50 978633.24
-23.4577 -46.4716 769.52 978627.03
-23.4582 -46.4466 746.35 978631.40
-23.4456 -46.4202 763.16 978628.95
-23.4347 -46.4101 791.27 978622.88
-23.4232 -46.4259 764.09 978627.25
-23.4072 -46.4331 747.57 978625.50
-23.4057 -46.4542 751.64 978628.07
-23.4159 -46.4654 743.38 978626.09
-23.4234 -46.5026 744.39 978629.56
-23.4339 -46.5354 759.30 978629.16
-23.4074 -46.5429 749.44 978632.29
-23.3969 -46.5216 757.56 978630.63
-23.4379 -46.5676 751.80 978632.07
-23.6491 -46.5817 768.03 978645.36
-23.6557 -46.4294 798.19 978643.88
-23.6531 -46.4079 776.23 978646.90
-23.6266 -46.3996 777.56 978644.40
-23.6324 -46.3794 775.30 978647.31
-23.6227 -46.3497 780.27 978645.00
-23.5852 -46.3086 760.98 978649.18
-23.6207 -46.2969 752.59 978659.44
-23.6434 -46.3442 773.32 978649.69
-23.6526 -46.3709 795.10 978645.15
-23.6809 -46.3967 783.91 978650.29
-23.7287 -46.3916 754.50 978665.65
-23.7441 -46.3829 757.29 978666.96
-23.7456 -46.3644 762.44 978666.50
-23.7492 -46.4457 755.89 978665.81
-23.5517 -46.6099 733.50 978639.47
-23.5244 -46.5686 722.96 978641.31
-23.4851 -46.5796 770.66 978623.55
-23.4772 -46.5976 794.58 978622.66
-23.4632 -46.6039 746.60 978632.97
-23.4464 -46.5981 788.38 978624.72
-23.4326 -46.5874 793.97 978623.95
-23.4052 -46.5794 772.95 978626.21
-23.8322 -46.4719 743.15 978681.13
-23.8116 -46.4599 751.38 978676.99
-23.7694 -46.3527 760.88 978670.06
-23.7757 -46.2981 820.76 978650.34
-23.7599 -46.2786 823.85 978650.50
-23.7474 -46.2661 786.97 978657.11
-23.7561 -46.2477 857.47 978640.56
-23.6951 -46.2442 761.33 978660.65
-23.6876 -46.2247 767.46 978656.39
-23.6732 -46.1923 754.66 978653.44
-23.6754 -46.1837 770.97 978649.13
-23.7026 -46.1911 777.62 978651.72
-23.7373 -46.1829 776.95 978651.56
-23.7421 -46.1657 722.35 978669.00
-23.7972 -46.2074 742.60 978668.66
-23.7836 -46.2279 903.74 978634.59
-23.7059 -46.2846 765.38 978663.75
-23.7211 -46.2809 764.06 978664.59
-23.7121 -46.2941 769.72 978664.75
-23.7254 -46.3002 772.85 978664.04
-23.7359 -46.3087 774.97 978664.16
-23.6741 -46.2942 763.81 978661.71
-23.6614 -46.2804 790.32 978654.51
-23.6541 -46.2721 790.41 978652.20
-23.6161 -46.2574 760.05 978653.78
-23.6457 -46.2436 760.96 978657.84
-23.6792 -46.2411 783.60 978655.29
-23.6641 -46.2441 798.79 978650.50
-23.7339 -46.2686 784.91 978658.81
-23.7287 -46.2169 797.66 978648.19
-23.6219 -46.1722 747.78 978655.31
-23.5374 -46.1914 752.76 978652.35
-23.6877 -46.2247 766.10 978656.96
-23.6731 -46.2234 796.91 978650.63
-23.6049 -46.1637 770.38 978650.00
-23.5724 -46.2536 746.80 978651.44
-23.5837 -46.2419 782.57 978644.76
-23.5952 -46.2359 801.57 978641.60
-23.6087 -46.2331 784.25 978646.89
-23.5437 -46.2577 737.02 978646.84
-23.5581 -46.2541 739.84 978650.46
-23.5277 -46.2979 735.30 978644.51
-23.5044 -46.2796 803.59 978628.25
-23.4974 -46.3306 732.32 978642.38
-23.4962 -46.3279 733.99 978641.66
-23.5091 -46.3104 740.02 978642.80
-23.5267 -46.3049 733.64 978645.80
-23.6501 -46.6706 746.20 978647.30
-23.6662 -46.6897 754.86 978647.35
-23.6731 -46.7166 737.52 978652.15
-23.6927 -46.7141 740.05 978651.94
-23.7267 -46.7009 769.15 978649.25
-23.7429 -46.7026 773.01 978650.69
-23.7467 -46.6716 750.97 978656.94
-23.7682 -46.6674 764.40 978654.31
-23.7617 -46.6951 755.40 978656.06
-23.7829 -46.7096 781.73 978652.47
-23.7682 -46.7426 796.24 978649.69
-23.8252 -46.7521 775.52 978660.93
-23.8224 -46.7679 767.88 978662.32
-23.8404 -46.7836 751.59 978667.41
-23.8276 -46.7306 774.58 978662.13
-23.8376 -46.5778 778.87 978668.84
-23.8386 -46.5888 750.20 978675.72
-23.7694 -46.6481 766.88 978648.13
-23.7796 -46.6459 763.11 978657.36
-23.8076 -46.6407 769.41 978661.66
-23.8111 -46.6642 761.95 978665.57
-23.7929 -46.6882 798.91 978648.31
-23.8101 -46.6936 802.50 978653.94
-23.4199 -46.4071 770.09 978626.03
-23.5197 -46.2284 751.24 978639.38
-23.5539 -46.2207 769.88 978637.61
-23.5554 -46.1987 789.34 978639.35
-23.5764 -46.1739 769.07 978648.18
-23.8139 -46.8006 742.23 978664.63
-23.8158 -46.8305 742.61 978661.85
-23.8013 -46.8447 794.00 978649.04
-23.6314 -46.7365 750.97 978647.25
-23.6224 -46.7632 782.98 978639.31
-23.6285 -46.8090 797.03 978634.80
-23.6857 -46.8020 831.53 978632.49
-23.6756 -46.8164 773.64 978643.19
-23.7463 -46.8494 925.99 978616.28
-23.7815 -46.8631 842.16 978635.41
-23.8270 -46.9258 802.92 978648.55
-23.4387 -46.4758 760.25 978625.89
-23.5297 -46.1594 742.92 978645.24
-23.4948 -46.2253 913.33 978603.74
-23.6847 -46.6269 785.30 978643.21
-23.6613 -46.6932 752.73 978646.95
-23.6859 -46.7546 751.15 978652.47
-23.7260 -46.7730 747.49 978655.15
-23.7454 -46.7725 769.59 978651.75
-23.7661 -46.7877 738.38 978660.45
-23.7617 -46.8381 787.76 978647.57
-23.7930 -46.8724 931.12 978618.00
-23.8061 -46.9480 762.55 978652.19
-23.8288 -46.9825 782.58 978652.13
-23.7839 -46.9106 845.99 978636.54
-23.7755 -46.9313 886.79 978625.90
-23.7496 -46.9701 946.69 978611.40
-23.7539 -46.9180 880.00 978625.35
-23.7002 -47.0101 946.66 978599.54
-23.6193 -46.9744 929.55 978600.69
-23.6080 -46.9526 885.33 978609.29
-23.5972 -46.9802 923.91 978600.19
-23.6347 -46.9552 776.44 978633.55
-23.6497 -46.9568 872.48 978614.47
-23.6590 -46.9477 893.74 978609.86
-23.6493 -46.9153 892.77 978609.74
-23.6455 -46.9005 806.72 978627.69
-23.6850 -46.8959 830.60 978628.00
-23.7476 -46.9005 805.03 978641.19
-23.7262 -46.8930 791.88 978641.32
-23.6124 -46.7922 754.35 978642.66
-23.6141 -46.8201 842.62 978621.97
-23.5775 -46.8363 767.02 978635.50
-23.6095 -46.8452 836.61 978622.01
-23.6290 -46.8798 796.23 978629.82
-23.5999 -46.8763 755.44 978638.01
-23.6174 -46.8921 771.66 978634.11
-23.5802 -46.9023 781.45 978629.07
-23.5645 -46.9276 748.69 978632.50
-23.5484 -46.9339 764.89 978627.65
-23.5421 -46.9638 759.36 978627.84
-23.5544 -46.9833 803.66 978618.81
-23.5707 -46.9934 803.08 978620.35
-23.5164 -46.9832 807.27 978623.55
-23.5992 -46.7498 740.12 978645.28
-23.5857 -46.7595 747.32 978640.44
-23.5549 -46.8016 808.78 978624.56
-23.5467 -46.8336 785.11 978628.16
-23.5693 -46.8594 827.89 978620.59
-23.5324 -46.8835 789.32 978623.44
-23.5165 -46.9287 753.30 978629.50
-23.5071 -46.9530 888.35 978603.05
-23.4835 -46.9742 996.99 978580.44
-23.4881 -46.9442 1003.85 978578.95
-23.4902 -46.9178 995.99 978581.50
-23.5029 -46.8900 836.19 978614.61
-23.4957 -46.9888 846.95 978616.07
-23.4609 -47.0011 816.69 978619.19
-23.4457 -46.9136 722.61 978637.19
-23.4026 -46.9668 714.99 978641.43
-23.4192 -46.9867 753.50 978631.00
-23.4008 -47.0016 711.60 978640.72
-23.3785 -47.0035 790.40 978621.69
-23.3920 -46.9121 702.49 978643.75
-23.4070 -46.8903 720.41 978639.93
-23.4377 -46.8753 737.32 978636.64
-23.5193 -46.7619 735.07 978638.22
-23.5099 -46.7775 732.50 978637.82
-23.5100 -46.8110 742.34 978634.06
-23.4674 -46.8246 769.16 978628.38
-23.4384 -46.8215 739.24 978633.60
-23.3793 -46.8593 706.14 978638.84
-23.6024 -46.6610 754.73 978642.74
-23.5410 -46.7111 752.69 978636.99
-23.5238 -46.6805 728.64 978638.45
-23.5280 -46.7242 735.42 978639.07
-23.4939 -46.7559 731.88 978639.94
-23.4630 -46.7786 823.10 978619.09
-23.4088 -46.7542 766.20 978632.31
-23.3854 -46.7626 722.70 978634.34
-23.4591 -46.7412 820.24 978617.22
-23.4469 -46.3634 747.52 978636.25
-23.3712 -46.3249 803.78 978620.32
-23.4281 -46.3286 746.28 978636.99
-23.4437 -46.3088 751.42 978636.32
-23.4596 -46.2806 730.91 978640.93
-23.4416 -46.2539 715.29 978643.99
-23.4185 -46.2827 728.55 978641.22
-23.3733 -46.2843 758.91 978632.13
-23.4219 -46.9841 576.66 978668.57
-23.6046 -46.9191 853.12 978615.86
-23.6413 -47.0149 938.00 978599.95
-23.8413 -46.9321 761.27 978658.44
-23.8180 -46.9238 746.92 978658.45
-23.7977 -46.9143 820.58 978641.90
-23.7752 -46.9141 812.45 978641.39
-23.7546 -46.9010 811.90 978639.60
-23.7291 -46.8932 800.32 978639.81
-23.7110 -46.8768 789.74 978640.78
-23.5222 -46.1890 749.03 978639.40
-23.5355 -46.1928 752.80 978642.95
-23.5498 -46.1829 787.03 978639.51
-23.5680 -46.1919 748.46 978650.94
-23.5782 -46.1812 763.60 978649.50
-23.5916 -46.1720 778.57 978648.65
-23.6156 -46.1707 752.37 978654.19
-23.6325 -46.1719 748.68 978654.74
-23.6472 -46.1654 746.63 978653.75
-23.6575 -46.1794 774.84 978647.56
-23.6737 -46.1845 772.41 978648.47
-23.6510 -46.8514 803.72 978631.78
-23.6033 -46.9193 854.05 978615.25
-23.3695 -46.1791 643.20 978660.72
-23.3914 -46.2190 649.00 978660.00
-23.4108 -46.2302 654.00 978658.32
-23.4591 -46.3030 774.00 978633.78
-23.4649 -46.2447 747.00 978638.57
-23.4519 -46.2247 748.00 978637.64
-23.4429 -46.2288 673.00 978653.72
-23.4930 -46.2037 898.00 978608.94
-23.4555 -46.1600 734.00 978640.06
-23.4234 -46.1640 642.00 978658.91
-23.4083 -46.1619 623.00 978664.32
-23.4389 -46.2655 710.80 978645.69
-23.4589 -46.2081 703.00 978647.36
-23.4354 -46.1964 708.00 978646.19
-23.4539 -46.2380 717.00 978645.21
-23.4378 -46.2480 692.20 978649.94
-23.4459 -46.2804 739.00 978640.49
-23.4212 -46.2193 623.00 978663.16
-23.4218 -46.2016 624.00 978661.81
-23.4088 -46.2056 646.40 978659.47
-23.3936 -46.1850 639.00 978661.25
-23.3940 -46.1693 684.40 978653.31
-23.3809 -46.2046 664.00 978656.82
-23.3925 -46.2386 617.20 978665.47
-23.4831 -46.2634 790.00 978629.79
-23.4663 -46.3407 746.30 978638.54
-23.4426 -46.3246 743.00 978639.54
-23.3994 -46.3233 837.00 978616.81
-23.4007 -46.3186 799.00 978631.31
-23.4141 -46.3714 759.00 978632.31
-23.4058 -46.2954 789.80 978628.99
-23.3853 -46.2692 675.30 978652.18
