Numb	Lon	Lat	Type	TotalThickness
1	-179.5	89.5	SOCE	8.7762
2	-178.5	89.5	SOCE	8.6854
3	-177.5	89.5	SOCE	8.591
4	-176.5	89.5	SOCE	8.498
5	-175.5	89.5	SOCE	8.4098
6	-174.5	89.5	SOCE	8.3284
7	-173.5	89.5	SOCE	8.2566
8	-172.5	89.5	SOCE	8.1984
9	-171.5	89.5	SOCE	8.1581
10	-170.5	89.5	SOCE	8.1368
11	-169.5	89.5	SOCE	8.1321
12	-168.5	89.5	SOCE	8.1403
13	-167.5	89.5	SOCE	8.1577
14	-166.5	89.5	SOCE	8.1814
15	-165.5	89.5	SOCE	8.2091
16	-164.5	89.5	SOCE	8.2391
17	-163.5	89.5	SOCE	8.27
18	-162.5	89.5	SOCE	8.3007
19	-161.5	89.5	SOCE	8.33
20	-160.5	89.5	SOCE	8.3571
21	-159.5	89.5	SOCE	8.3812
22	-158.5	89.5	SOCE	8.402
23	-157.5	89.5	SOCE	8.4193
24	-156.5	89.5	SOCE	8.4331
25	-155.5	89.5	SOCE	8.4438
26	-154.5	89.5	SOCE	8.4518
27	-153.5	89.5	SOCE	8.4577
28	-152.5	89.5	SOCE	8.4621
29	-151.5	89.5	SOCE	8.4658
30	-150.5	89.5	SOCE	8.4693
31	-149.5	89.5	SOCE	8.4734
32	-148.5	89.5	SOCE	8.4783
33	-147.5	89.5	SOCE	8.4843
34	-146.5	89.5	SOCE	8.4914
35	-145.5	89.5	SOCE	8.4992
36	-144.5	89.5	SOCE	8.5076
37	-143.5	89.5	SOCE	8.5163
38	-142.5	89.5	SOCE	8.525
39	-141.5	89.5	SOCE	8.533
40	-140.5	89.5	SOCE	8.5396
41	-139.5	89.5	SOCE	8.5436
42	-138.5	89.5	SOCE	8.5443
43	-137.5	89.5	SOCE	8.5415
44	-136.5	89.5	SOCE	8.5363
45	-135.5	89.5	SOCE	8.53
46	-134.5	89.5	SOCE	8.5239
47	-133.5	89.5	SOCE	8.5187
48	-132.5	89.5	SOCE	8.5145
49	-131.5	89.5	SOCE	8.5108
50	-130.5	89.5	SOCE	8.507
51	-129.5	89.5	SOCE	8.5027
52	-128.5	89.5	SOCE	8.4976
53	-127.5	89.5	SOCE	8.4917
54	-126.5	89.5	SOCE	8.4847
55	-125.5	89.5	SOCE	8.4758
56	-124.5	89.5	SOCE	8.4641
57	-123.5	89.5	SOCE	8.4485
58	-122.5	89.5	SOCE	8.4286
59	-121.5	89.5	SOCE	8.4044
60	-120.5	89.5	SOCE	8.3764
61	-119.5	89.5	SOCE	8.3458
62	-118.5	89.5	SOCE	8.314
63	-117.5	89.5	SOCE	8.2827
64	-116.5	89.5	SOCE	8.2533
65	-115.5	89.5	SOCE	8.2275
66	-114.5	89.5	SOCE	8.2065
67	-113.5	89.5	SOCE	8.1917
68	-112.5	89.5	SOCE	8.1844
69	-111.5	89.5	SOCE	8.1856
70	-110.5	89.5	SOCE	8.1954
71	-109.5	89.5	SOCE	8.2123
72	-108.5	89.5	SOCE	8.2339
73	-107.5	89.5	SOCE	8.2562
74	-106.5	89.5	SOCE	8.2756
75	-105.5	89.5	SOCE	8.2895
76	-104.5	89.5	SOCE	8.2969
77	-103.5	89.5	SOCE	8.2988
78	-102.5	89.5	SOCE	8.2966
79	-101.5	89.5	SOCE	8.2916
80	-100.5	89.5	SOCE	8.2845
81	-99.5	89.5	SOCE	8.2748
82	-98.5	89.5	SOCE	8.2618
83	-97.5	89.5	SOCE	8.2451
84	-96.5	89.5	SOCE	8.226
85	-95.5	89.5	SOCE	8.2073
86	-94.5	89.5	SOCE	8.1945
87	-93.5	89.5	SOCE	8.196
88	-92.5	89.5	SOCE	8.2236
89	-91.5	89.5	SOCE	8.2909
90	-90.5	89.5	SOCE	8.4043
91	-89.5	89.5	SOCE	8.5476
92	-88.5	89.5	SOCE	8.6717
93	-87.5	89.5	SOCE	8.748
94	-86.5	89.5	SOCE	8.7777
95	-85.5	89.5	SOCE	8.7762
96	-84.5	89.5	SOCE	8.759
97	-83.5	89.5	SOCE	8.7369
98	-82.5	89.5	SOCE	8.7166
99	-81.5	89.5	SOCE	8.701
100	-80.5	89.5	SOCE	8.6905
101	-79.5	89.5	SOCE	8.6866
102	-78.5	89.5	SOCE	8.6895
103	-77.5	89.5	SOCE	8.6989
104	-76.5	89.5	SOCE	8.7124
105	-75.5	89.5	SOCE	8.7251
106	-74.5	89.5	SOCE	8.7324
107	-73.5	89.5	SOCE	8.7288
108	-72.5	89.5	SOCE	8.7128
109	-71.5	89.5	SOCE	8.6854
110	-70.5	89.5	SOCE	8.6525
111	-69.5	89.5	SOCE	8.6232
112	-68.5	89.5	SOCE	8.6058
113	-67.5	89.5	SOCE	8.6037
114	-66.5	89.5	SOCE	8.6159
115	-65.5	89.5	SOCE	8.6384
116	-64.5	89.5	SOCE	8.6699
117	-63.5	89.5	SOCE	8.7134
118	-62.5	89.5	SOCE	8.7828
119	-61.5	89.5	SOCE	8.9078
120	-60.5	89.5	SOCE	9.1188
121	-59.5	89.5	SOCE	9.3925
122	-58.5	89.5	SOCE	9.5942
123	-57.5	89.5	SOCE	9.7003
124	-56.5	89.5	SOCE	9.7401
125	-55.5	89.5	SOCE	9.7418
126	-54.5	89.5	SOCE	9.7267
127	-53.5	89.5	SOCE	9.7126
128	-52.5	89.5	SOCE	9.7065
129	-51.5	89.5	SOCE	9.7072
130	-50.5	89.5	SOCE	9.7115
131	-49.5	89.5	SOCE	9.7196
132	-48.5	89.5	SOCE	9.7327
133	-47.5	89.5	SOCE	9.7508
134	-46.5	89.5	SOCE	9.7726
135	-45.5	89.5	SOCE	9.7964
136	-44.5	89.5	SOCE	9.8207
137	-43.5	89.5	SOCE	9.8444
138	-42.5	89.5	SOCE	9.8672
139	-41.5	89.5	SOCE	9.8886
140	-40.5	89.5	SOCE	9.9081
141	-39.5	89.5	SOCE	9.9256
142	-38.5	89.5	SOCE	9.941
143	-37.5	89.5	SOCE	9.9544
144	-36.5	89.5	SOCE	9.9658
145	-35.5	89.5	SOCE	9.9753
146	-34.5	89.5	SOCE	9.9828
147	-33.5	89.5	SOCE	9.9887
148	-32.5	89.5	SOCE	9.9931
149	-31.5	89.5	SOCE	9.9963
150	-30.5	89.5	SOCE	9.9987
151	-29.5	89.5	SOCE	10.0004
152	-28.5	89.5	SOCE	10.0016
153	-27.5	89.5	SOCE	10.0024
154	-26.5	89.5	SOCE	10.003
155	-25.5	89.5	SOCE	10.0036
156	-24.5	89.5	SOCE	10.0042
157	-23.5	89.5	SOCE	10.0051
158	-22.5	89.5	SOCE	10.0061
159	-21.5	89.5	SOCE	10.0074
160	-20.5	89.5	SOCE	10.0088
161	-19.5	89.5	SOCE	10.0105
162	-18.5	89.5	SOCE	10.0125
163	-17.5	89.5	SOCE	10.0147
164	-16.5	89.5	SOCE	10.0172
165	-15.5	89.5	SOCE	10.0199
166	-14.5	89.5	SOCE	10.0227
167	-13.5	89.5	SOCE	10.0256
168	-12.5	89.5	SOCE	10.0285
169	-11.5	89.5	SOCE	10.0312
170	-10.5	89.5	SOCE	10.0338
171	-9.5	89.5	SOCE	10.0363
172	-8.5	89.5	SOCE	10.0389
173	-7.5	89.5	SOCE	10.0416
174	-6.5	89.5	SOCE	10.0443
175	-5.5	89.5	SOCE	10.047
176	-4.5	89.5	SOCE	10.0494
177	-3.5	89.5	SOCE	10.0516
178	-2.5	89.5	SOCE	10.0535
179	-1.5	89.5	SOCE	10.0551
180	-0.5	89.5	SOCE	10.0565
181	0.5	89.5	SOCE	10.0578
182	1.5	89.5	SOCE	10.0589
183	2.5	89.5	SOCE	10.0601
184	3.5	89.5	SOCE	10.0611
185	4.5	89.5	SOCE	10.0622
186	5.5	89.5	SOCE	10.0632
187	6.5	89.5	SOCE	10.0642
188	7.5	89.5	SOCE	10.0651
189	8.5	89.5	SOCE	10.0658
190	9.5	89.5	SOCE	10.0665
191	10.5	89.5	SOCE	10.0671
192	11.5	89.5	SOCE	10.0674
193	12.5	89.5	SOCE	10.0677
194	13.5	89.5	SOCE	10.0677
195	14.5	89.5	SOCE	10.0676
196	15.5	89.5	SOCE	10.0674
197	16.5	89.5	SOCE	10.0669
198	17.5	89.5	SOCE	10.0664
199	18.5	89.5	SOCE	10.0657
200	19.5	89.5	SOCE	10.0649
201	20.5	89.5	SOCE	10.064
202	21.5	89.5	SOCE	10.063
203	22.5	89.5	SOCE	10.0621
204	23.5	89.5	SOCE	10.061
205	24.5	89.5	SOCE	10.06
206	25.5	89.5	SOCE	10.0589
207	26.5	89.5	SOCE	10.0578
208	27.5	89.5	SOCE	10.0567
209	28.5	89.5	SOCE	10.0555
210	29.5	89.5	SOCE	10.0544
211	30.5	89.5	SOCE	10.0534
212	31.5	89.5	SOCE	10.0524
213	32.5	89.5	SOCE	10.0515
214	33.5	89.5	SOCE	10.0507
215	34.5	89.5	SOCE	10.05
216	35.5	89.5	SOCE	10.0495
217	36.5	89.5	SOCE	10.0491
218	37.5	89.5	SOCE	10.0487
219	38.5	89.5	SOCE	10.0485
220	39.5	89.5	SOCE	10.0483
221	40.5	89.5	SOCE	10.0481
222	41.5	89.5	SOCE	10.0479
223	42.5	89.5	SOCE	10.0478
224	43.5	89.5	SOCE	10.0476
225	44.5	89.5	SOCE	10.0473
226	45.5	89.5	SOCE	10.0469
227	46.5	89.5	SOCE	10.0465
228	47.5	89.5	SOCE	10.046
229	48.5	89.5	SOCE	10.0454
230	49.5	89.5	SOCE	10.0446
231	50.5	89.5	SOCE	10.0438
232	51.5	89.5	SOCE	10.0428
233	52.5	89.5	SOCE	10.0418
234	53.5	89.5	SOCE	10.0407
235	54.5	89.5	SOCE	10.0394
236	55.5	89.5	SOCE	10.0381
237	56.5	89.5	SOCE	10.0367
238	57.5	89.5	SOCE	10.0352
239	58.5	89.5	SOCE	10.0335
240	59.5	89.5	SOCE	10.0317
241	60.5	89.5	SOCE	10.0298
242	61.5	89.5	SOCE	10.0276
243	62.5	89.5	SOCE	10.0252
244	63.5	89.5	SOCE	10.0227
245	64.5	89.5	SOCE	10.0199
246	65.5	89.5	SOCE	10.0169
247	66.5	89.5	SOCE	10.0138
248	67.5	89.5	SOCE	10.0105
249	68.5	89.5	SOCE	10.0072
250	69.5	89.5	SOCE	10.004
251	70.5	89.5	SOCE	10.0008
252	71.5	89.5	SOCE	9.9978
253	72.5	89.5	SOCE	9.995
254	73.5	89.5	SOCE	9.9926
255	74.5	89.5	SOCE	9.9905
256	75.5	89.5	SOCE	9.9887
257	76.5	89.5	SOCE	9.9874
258	77.5	89.5	SOCE	9.9864
259	78.5	89.5	SOCE	9.9858
260	79.5	89.5	SOCE	9.9855
261	80.5	89.5	SOCE	9.9854
262	81.5	89.5	SOCE	9.9856
263	82.5	89.5	SOCE	9.986
264	83.5	89.5	SOCE	9.9865
265	84.5	89.5	SOCE	9.9871
266	85.5	89.5	SOCE	9.9877
267	86.5	89.5	SOCE	9.9884
268	87.5	89.5	SOCE	9.9891
269	88.5	89.5	SOCE	9.9897
270	89.5	89.5	SOCE	9.9902
271	90.5	89.5	SOCE	9.9906
272	91.5	89.5	SOCE	9.9909
273	92.5	89.5	SOCE	9.991
274	93.5	89.5	SOCE	9.9909
275	94.5	89.5	SOCE	9.9907
276	95.5	89.5	SOCE	9.9905
277	96.5	89.5	SOCE	9.9903
278	97.5	89.5	SOCE	9.99
279	98.5	89.5	SOCE	9.9896
280	99.5	89.5	SOCE	9.9889
281	100.5	89.5	SOCE	9.988
282	101.5	89.5	SOCE	9.9869
283	102.5	89.5	SOCE	9.9855
284	103.5	89.5	SOCE	9.9838
285	104.5	89.5	SOCE	9.982
286	105.5	89.5	SOCE	9.98
287	106.5	89.5	SOCE	9.9781
288	107.5	89.5	SOCE	9.9762
289	108.5	89.5	SOCE	9.9743
290	109.5	89.5	SOCE	9.9725
291	110.5	89.5	SOCE	9.9709
292	111.5	89.5	SOCE	9.9698
293	112.5	89.5	SOCE	9.969
294	113.5	89.5	SOCE	9.9685
295	114.5	89.5	SOCE	9.9682
296	115.5	89.5	SOCE	9.968
297	116.5	89.5	SOCE	9.9677
298	117.5	89.5	SOCE	9.9672
299	118.5	89.5	SOCE	9.9662
300	119.5	89.5	SOCE	9.9648
301	120.5	89.5	SOCE	9.9626
302	121.5	89.5	SOCE	9.9598
303	122.5	89.5	SOCE	9.9563
304	123.5	89.5	SOCE	9.952
305	124.5	89.5	SOCE	9.9464
306	125.5	89.5	SOCE	9.9391
307	126.5	89.5	SOCE	9.9297
308	127.5	89.5	SOCE	9.9178
309	128.5	89.5	SOCE	9.9036
310	129.5	89.5	SOCE	9.8872
311	130.5	89.5	SOCE	9.869
312	131.5	89.5	SOCE	9.8493
313	132.5	89.5	SOCE	9.8289
314	133.5	89.5	SOCE	9.8085
315	134.5	89.5	SOCE	9.789
316	135.5	89.5	SOCE	9.771
317	136.5	89.5	SOCE	9.7551
318	137.5	89.5	SOCE	9.7415
319	138.5	89.5	SOCE	9.73
320	139.5	89.5	SOCE	9.7197
321	140.5	89.5	SOCE	9.7087
322	141.5	89.5	SOCE	9.6941
323	142.5	89.5	SOCE	9.6727
324	143.5	89.5	SOCE	9.6421
325	144.5	89.5	SOCE	9.6025
326	145.5	89.5	SOCE	9.5554
327	146.5	89.5	SOCE	9.502
328	147.5	89.5	SOCE	9.4431
329	148.5	89.5	SOCE	9.3797
330	149.5	89.5	SOCE	9.3132
331	150.5	89.5	SOCE	9.2457
332	151.5	89.5	SOCE	9.1799
333	152.5	89.5	SOCE	9.118
334	153.5	89.5	SOCE	9.0613
335	154.5	89.5	SOCE	9.0109
336	155.5	89.5	SOCE	8.968
337	156.5	89.5	SOCE	8.9342
338	157.5	89.5	SOCE	8.9113
339	158.5	89.5	SOCE	8.8997
340	159.5	89.5	SOCE	8.8974
341	160.5	89.5	SOCE	8.9013
342	161.5	89.5	SOCE	8.9086
343	162.5	89.5	SOCE	8.9173
344	163.5	89.5	SOCE	8.9261
345	164.5	89.5	SOCE	8.9346
346	165.5	89.5	SOCE	8.9424
347	166.5	89.5	SOCE	8.9501
348	167.5	89.5	SOCE	8.9587
349	168.5	89.5	SOCE	8.9696
350	169.5	89.5	SOCE	8.9848
351	170.5	89.5	SOCE	9.0057
352	171.5	89.5	SOCE	9.0308
353	172.5	89.5	SOCE	9.0537
354	173.5	89.5	SOCE	9.0646
355	174.5	89.5	SOCE	9.0603
356	175.5	89.5	SOCE	9.0428
357	176.5	89.5	SOCE	9.0144
358	177.5	89.5	SOCE	8.9754
359	178.5	89.5	SOCE	8.9237
360	179.5	89.5	SOCE	8.8571
361	-179.5	88.5	SOCE	9.0376
362	-178.5	88.5	SOCE	8.6944
363	-177.5	88.5	SOCE	8.511
364	-176.5	88.5	SOCE	8.4078
365	-175.5	88.5	SOCE	8.3403
366	-174.5	88.5	SOCE	8.2841
367	-173.5	88.5	SOCE	8.2355
368	-172.5	88.5	SOCE	8.1861
369	-171.5	88.5	SOCE	8.1346
370	-170.5	88.5	SOCE	8.0848
371	-169.5	88.5	SOCE	8.042
372	-168.5	88.5	SOCE	8.0089
373	-167.5	88.5	SOCE	7.9852
374	-166.5	88.5	SOCE	7.9707
375	-165.5	88.5	SOCE	7.9661
376	-164.5	88.5	SOCE	7.9738
377	-163.5	88.5	SOCE	7.9944
378	-162.5	88.5	SOCE	8.0253
379	-161.5	88.5	SOCE	8.0628
380	-160.5	88.5	SOCE	8.1016
381	-159.5	88.5	SOCE	8.1351
382	-158.5	88.5	SOCE	8.1576
383	-157.5	88.5	SOCE	8.1664
384	-156.5	88.5	SOCE	8.1631
385	-155.5	88.5	SOCE	8.152
386	-154.5	88.5	SOCE	8.1378
387	-153.5	88.5	SOCE	8.1246
388	-152.5	88.5	SOCE	8.1162
389	-151.5	88.5	SOCE	8.1139
390	-150.5	88.5	SOCE	8.1158
391	-149.5	88.5	SOCE	8.1195
392	-148.5	88.5	SOCE	8.1226
393	-147.5	88.5	SOCE	8.1232
394	-146.5	88.5	SOCE	8.1195
395	-145.5	88.5	SOCE	8.1115
396	-144.5	88.5	SOCE	8.1007
397	-143.5	88.5	SOCE	8.0893
398	-142.5	88.5	SOCE	8.0786
399	-141.5	88.5	SOCE	8.0697
400	-140.5	88.5	SOCE	8.0638
401	-139.5	88.5	SOCE	8.062
402	-138.5	88.5	SOCE	8.0634
403	-137.5	88.5	SOCE	8.0644
404	-136.5	88.5	SOCE	8.062
405	-135.5	88.5	SOCE	8.0563
406	-134.5	88.5	SOCE	8.0508
407	-133.5	88.5	SOCE	8.0487
408	-132.5	88.5	SOCE	8.0507
409	-131.5	88.5	SOCE	8.0546
410	-130.5	88.5	SOCE	8.0573
411	-129.5	88.5	SOCE	8.0542
412	-128.5	88.5	SOCE	8.0424
413	-127.5	88.5	SOCE	8.0266
414	-126.5	88.5	SOCE	8.0129
415	-125.5	88.5	SOCE	7.9991
416	-124.5	88.5	SOCE	7.9841
417	-123.5	88.5	SOCE	7.9703
418	-122.5	88.5	SOCE	7.9591
419	-121.5	88.5	SOCE	7.9487
420	-120.5	88.5	SOCE	7.9324
421	-119.5	88.5	SOCE	7.9051
422	-118.5	88.5	SOCE	7.8679
423	-117.5	88.5	SOCE	7.8272
424	-116.5	88.5	SOCE	7.7923
425	-115.5	88.5	SOCE	7.7652
426	-114.5	88.5	SOCE	7.7434
427	-113.5	88.5	SOCE	7.7274
428	-112.5	88.5	SOCE	7.72
429	-111.5	88.5	SOCE	7.7239
430	-110.5	88.5	SOCE	7.7405
431	-109.5	88.5	SOCE	7.7686
432	-108.5	88.5	SOCE	7.8025
433	-107.5	88.5	SOCE	7.8314
434	-106.5	88.5	SOCE	7.8511
435	-105.5	88.5	SOCE	7.8659
436	-104.5	88.5	SOCE	7.8856
437	-103.5	88.5	SOCE	7.9186
438	-102.5	88.5	SOCE	7.9675
439	-101.5	88.5	SOCE	8.0231
440	-100.5	88.5	SOCE	8.0715
441	-99.5	88.5	SOCE	8.1065
442	-98.5	88.5	SOCE	8.1231
443	-97.5	88.5	SOCE	8.1162
444	-96.5	88.5	SOCE	8.0831
445	-95.5	88.5	SOCE	8.0316
446	-94.5	88.5	SOCE	7.9789
447	-93.5	88.5	SOCE	7.9401
448	-92.5	88.5	SOCE	7.9239
449	-91.5	88.5	SOCE	7.9249
450	-90.5	88.5	SOCE	7.9387
451	-89.5	88.5	SOCE	8.0124
452	-88.5	88.5	SOCE	8.2444
453	-87.5	88.5	SOCE	8.6985
454	-86.5	88.5	SOCE	9.1448
455	-85.5	88.5	SOCE	9.6114
456	-84.5	88.5	SOCE	9.8741
457	-83.5	88.5	SOCE	9.9908
458	-82.5	88.5	SOCE	10.0513
459	-81.5	88.5	SOCE	10.1008
460	-80.5	88.5	SOCE	10.1573
461	-79.5	88.5	SOCE	10.2215
462	-78.5	88.5	SOCE	10.2807
463	-77.5	88.5	SOCE	10.3378
464	-76.5	88.5	SOCE	10.3888
465	-75.5	88.5	SOCE	10.4228
466	-74.5	88.5	SOCE	10.441
467	-73.5	88.5	SOCE	10.443
468	-72.5	88.5	SOCE	10.4345
469	-71.5	88.5	SOCE	10.4304
470	-70.5	88.5	SOCE	10.4279
471	-69.5	88.5	SOCE	10.421
472	-68.5	88.5	SOCE	10.4027
473	-67.5	88.5	SOCE	10.3841
474	-66.5	88.5	SOCE	10.3575
475	-65.5	88.5	SOCE	10.3242
476	-64.5	88.5	SOCE	10.2791
477	-63.5	88.5	SOCE	10.2167
478	-62.5	88.5	SOCE	10.1458
479	-61.5	88.5	SOCE	10.067
480	-60.5	88.5	SOCE	9.9779
481	-59.5	88.5	SOCE	9.8572
482	-58.5	88.5	SOCE	9.6639
483	-57.5	88.5	SOCE	9.3388
484	-56.5	88.5	SOCE	8.8372
485	-55.5	88.5	SOCE	8.7189
486	-54.5	88.5	SOCE	8.7979
487	-53.5	88.5	SOCE	8.9066
488	-52.5	88.5	SOCE	8.9799
489	-51.5	88.5	SOCE	8.9963
490	-50.5	88.5	SOCE	8.9582
491	-49.5	88.5	SOCE	8.9123
492	-48.5	88.5	SOCE	8.8866
493	-47.5	88.5	SOCE	8.8904
494	-46.5	88.5	SOCE	8.9569
495	-45.5	88.5	SOCE	9.1219
496	-44.5	88.5	SOCE	9.3538
497	-43.5	88.5	SOCE	9.4528
498	-42.5	88.5	SOCE	9.4849
499	-41.5	88.5	SOCE	9.5044
500	-40.5	88.5	SOCE	9.5205
501	-39.5	88.5	SOCE	9.5366
502	-38.5	88.5	SOCE	9.553
503	-37.5	88.5	SOCE	9.5746
504	-36.5	88.5	SOCE	9.6005
505	-35.5	88.5	SOCE	9.6261
506	-34.5	88.5	SOCE	9.648
507	-33.5	88.5	SOCE	9.6663
508	-32.5	88.5	SOCE	9.6806
509	-31.5	88.5	SOCE	9.6901
510	-30.5	88.5	SOCE	9.6951
511	-29.5	88.5	SOCE	9.6963
512	-28.5	88.5	SOCE	9.6955
513	-27.5	88.5	SOCE	9.6937
514	-26.5	88.5	SOCE	9.6917
515	-25.5	88.5	SOCE	9.6887
516	-24.5	88.5	SOCE	9.6858
517	-23.5	88.5	SOCE	9.6851
518	-22.5	88.5	SOCE	9.6896
519	-21.5	88.5	SOCE	9.7017
520	-20.5	88.5	SOCE	9.7205
521	-19.5	88.5	SOCE	9.7421
522	-18.5	88.5	SOCE	9.7619
523	-17.5	88.5	SOCE	9.7769
524	-16.5	88.5	SOCE	9.7862
525	-15.5	88.5	SOCE	9.7912
526	-14.5	88.5	SOCE	9.7938
527	-13.5	88.5	SOCE	9.796
528	-12.5	88.5	SOCE	9.7987
529	-11.5	88.5	SOCE	9.803
530	-10.5	88.5	SOCE	9.8102
531	-9.5	88.5	SOCE	9.8208
532	-8.5	88.5	SOCE	9.8359
533	-7.5	88.5	SOCE	9.8561
534	-6.5	88.5	SOCE	9.8786
535	-5.5	88.5	SOCE	9.9035
536	-4.5	88.5	SOCE	9.9321
537	-3.5	88.5	SOCE	9.957
538	-2.5	88.5	SOCE	9.9616
539	-1.5	88.5	SOCE	9.8988
540	-0.5	88.5	SOCE	9.6956
541	0.5	88.5	SOCE	9.3641
542	1.5	88.5	SOCE	9.1534
543	2.5	88.5	SOCE	9.0734
544	3.5	88.5	SOCE	9.0552
545	4.5	88.5	SOCE	9.056
546	5.5	88.5	SOCE	9.0615
547	6.5	88.5	SOCE	9.064
548	7.5	88.5	SOCE	9.0648
549	8.5	88.5	SOCE	9.066
550	9.5	88.5	SOCE	9.0674
551	10.5	88.5	SOCE	9.0686
552	11.5	88.5	SOCE	9.0698
553	12.5	88.5	SOCE	9.0708
554	13.5	88.5	SOCE	9.0716
555	14.5	88.5	SOCE	9.0721
556	15.5	88.5	SOCE	9.0726
557	16.5	88.5	SOCE	9.0728
558	17.5	88.5	SOCE	9.0728
559	18.5	88.5	SOCE	9.0727
560	19.5	88.5	SOCE	9.0723
561	20.5	88.5	SOCE	9.0718
562	21.5	88.5	SOCE	9.0711
563	22.5	88.5	SOCE	9.0704
564	23.5	88.5	SOCE	9.0701
565	24.5	88.5	SOCE	9.0703
566	25.5	88.5	SOCE	9.0711
567	26.5	88.5	SOCE	9.0725
568	27.5	88.5	SOCE	9.0745
569	28.5	88.5	SOCE	9.0768
570	29.5	88.5	SOCE	9.0792
571	30.5	88.5	SOCE	9.0818
572	31.5	88.5	SOCE	9.0837
573	32.5	88.5	SOCE	9.0846
574	33.5	88.5	SOCE	9.0837
575	34.5	88.5	SOCE	9.0801
576	35.5	88.5	SOCE	9.0736
577	36.5	88.5	SOCE	9.0647
578	37.5	88.5	SOCE	9.0539
579	38.5	88.5	SOCE	9.0429
580	39.5	88.5	SOCE	9.0327
581	40.5	88.5	SOCE	9.026
582	41.5	88.5	SOCE	9.0239
583	42.5	88.5	SOCE	9.0277
584	43.5	88.5	SOCE	9.0375
585	44.5	88.5	SOCE	9.0518
586	45.5	88.5	SOCE	9.0684
587	46.5	88.5	SOCE	9.0851
588	47.5	88.5	SOCE	9.0995
589	48.5	88.5	SOCE	9.1099
590	49.5	88.5	SOCE	9.1159
591	50.5	88.5	SOCE	9.1179
592	51.5	88.5	SOCE	9.1173
593	52.5	88.5	SOCE	9.1149
594	53.5	88.5	SOCE	9.1113
595	54.5	88.5	SOCE	9.1069
596	55.5	88.5	SOCE	9.1019
597	56.5	88.5	SOCE	9.0961
598	57.5	88.5	SOCE	9.0895
599	58.5	88.5	SOCE	9.0817
600	59.5	88.5	SOCE	9.0729
601	60.5	88.5	SOCE	9.0633
602	61.5	88.5	SOCE	9.0535
603	62.5	88.5	SOCE	9.044
604	63.5	88.5	SOCE	9.0354
605	64.5	88.5	SOCE	9.0281
606	65.5	88.5	SOCE	9.0224
607	66.5	88.5	SOCE	9.0179
608	67.5	88.5	SOCE	9.014
609	68.5	88.5	SOCE	9.0097
610	69.5	88.5	SOCE	9.0044
611	70.5	88.5	SOCE	8.9976
612	71.5	88.5	SOCE	8.9896
613	72.5	88.5	SOCE	8.9816
614	73.5	88.5	SOCE	8.9746
615	74.5	88.5	SOCE	8.9695
616	75.5	88.5	SOCE	8.9666
617	76.5	88.5	SOCE	8.9657
618	77.5	88.5	SOCE	8.9666
619	78.5	88.5	SOCE	8.9687
620	79.5	88.5	SOCE	8.9713
621	80.5	88.5	SOCE	8.9741
622	81.5	88.5	SOCE	8.9761
623	82.5	88.5	SOCE	8.9768
624	83.5	88.5	SOCE	8.9757
625	84.5	88.5	SOCE	8.9719
626	85.5	88.5	SOCE	8.9653
627	86.5	88.5	SOCE	8.9607
628	87.5	88.5	SOCE	8.9804
629	88.5	88.5	SOCE	9.069
630	89.5	88.5	SOCE	9.2909
631	90.5	88.5	SOCE	9.6286
632	91.5	88.5	SOCE	9.8508
633	92.5	88.5	SOCE	9.9376
634	93.5	88.5	SOCE	9.9568
635	94.5	88.5	SOCE	9.9541
636	95.5	88.5	SOCE	9.9512
637	96.5	88.5	SOCE	9.952
638	97.5	88.5	SOCE	9.9547
639	98.5	88.5	SOCE	9.9561
640	99.5	88.5	SOCE	9.9558
641	100.5	88.5	SOCE	9.9553
642	101.5	88.5	SOCE	9.9576
643	102.5	88.5	SOCE	9.962
644	103.5	88.5	SOCE	9.9676
645	104.5	88.5	SOCE	9.9716
646	105.5	88.5	SOCE	9.9711
647	106.5	88.5	SOCE	9.9655
648	107.5	88.5	SOCE	9.9569
649	108.5	88.5	SOCE	9.9484
650	109.5	88.5	SOCE	9.9448
651	110.5	88.5	SOCE	9.951
652	111.5	88.5	SOCE	9.9648
653	112.5	88.5	SOCE	9.9776
654	113.5	88.5	SOCE	9.9841
655	114.5	88.5	SOCE	9.9893
656	115.5	88.5	SOCE	10.0022
657	116.5	88.5	SOCE	10.0268
658	117.5	88.5	SOCE	10.0628
659	118.5	88.5	SOCE	10.1075
660	119.5	88.5	SOCE	10.1581
661	120.5	88.5	SOCE	10.2085
662	121.5	88.5	SOCE	10.2537
663	122.5	88.5	SOCE	10.2989
664	123.5	88.5	SOCE	10.3533
665	124.5	88.5	SOCE	10.4201
666	125.5	88.5	SOCE	10.4895
667	126.5	88.5	SOCE	10.5512
668	127.5	88.5	SOCE	10.6026
669	128.5	88.5	SOCE	10.6496
670	129.5	88.5	SOCE	10.6966
671	130.5	88.5	SOCE	10.7356
672	131.5	88.5	SOCE	10.7495
673	132.5	88.5	SOCE	10.706
674	133.5	88.5	SOCE	10.5709
675	134.5	88.5	SOCE	10.3231
676	135.5	88.5	SOCE	10.0238
677	136.5	88.5	SOCE	9.7875
678	137.5	88.5	SOCE	9.6266
679	138.5	88.5	SOCE	9.5117
680	139.5	88.5	SOCE	9.4268
681	140.5	88.5	SOCE	9.3594
682	141.5	88.5	SOCE	9.3155
683	142.5	88.5	SOCE	9.2876
684	143.5	88.5	SOCE	9.2623
