Numb	Lon	Lat	Type	TotalThickness
42099	158.5	-26.5	SOCE	9.7586
42100	159.5	-26.5	SOCE	14.584
42101	160.5	-26.5	COMA	18.5573
42102	161.5	-26.5	COMA	20.3817
42103	162.5	-26.5	COMA	20.9379
42104	163.5	-26.5	COMA	19.6011
42105	164.5	-26.5	COMA	13.466
42106	165.5	-26.5	SOCE	9.023
42107	166.5	-26.5	SOCE	8.522
42108	167.5	-26.5	COMA	11.0159
42109	168.5	-26.5	SOCE	8.5345
42110	169.5	-26.5	SOCE	9.3232
42111	170.5	-26.5	SOCE	6.6311
42112	171.5	-26.5	SOCE	6.3197
42113	172.5	-26.5	SOCE	6.2912
42114	173.5	-26.5	SOCE	6.8596
42115	174.5	-26.5	SOCE	6.7407
42116	175.5	-26.5	SOCE	7.3537
42117	176.5	-26.5	SOCE	7.4712
42118	177.5	-26.5	SOCE	6.82
42119	178.5	-26.5	SOCE	6.933
42120	179.5	-26.5	SOCE	7.7407
42121	-179.5	-27.5	SOCE	9.6925
42122	-178.5	-27.5	SOCE	10.3167
42123	-177.5	-27.5	IARC	9.7215
42124	-176.5	-27.5	SOCE	8.0909
42125	-175.5	-27.5	SOCE	7.237
42126	-174.5	-27.5	SOCE	7.1663
42127	-173.5	-27.5	SOCE	7.1088
42128	-172.5	-27.5	SOCE	7.1937
42129	-171.5	-27.5	SOCE	7.3721
42130	-170.5	-27.5	SOCE	7.3985
42131	-169.5	-27.5	SOCE	7.1074
42132	-168.5	-27.5	SOCE	7.023
42133	-167.5	-27.5	SOCE	7.087
42134	-166.5	-27.5	SOCE	7.1097
42135	-165.5	-27.5	SOCE	7.0674
42136	-164.5	-27.5	SOCE	7.0471
42137	-163.5	-27.5	SOCE	6.9741
42138	-162.5	-27.5	SOCE	7.0536
42139	-161.5	-27.5	SOCE	7.2529
42140	-160.5	-27.5	SOCE	7.157
42141	-159.5	-27.5	SOCE	7.0618
42142	-158.5	-27.5	SOCE	7.0749
42143	-157.5	-27.5	SOCE	6.9091
42144	-156.5	-27.5	SOCE	7.0294
42145	-155.5	-27.5	SOCE	7.0779
42146	-154.5	-27.5	SOCE	6.9311
42147	-153.5	-27.5	SOCE	6.9238
42148	-152.5	-27.5	SOCE	6.9396
42149	-151.5	-27.5	SOCE	7.0824
42150	-150.5	-27.5	SOCE	7.2942
42151	-149.5	-27.5	SOCE	7.1871
42152	-148.5	-27.5	SOCE	7.0942
42153	-147.5	-27.5	SOCE	7.2672
42154	-146.5	-27.5	SOCE	7.3552
42155	-145.5	-27.5	SOCE	7.2311
42156	-144.5	-27.5	LIPS	7.1233
42157	-143.5	-27.5	LIPS	7.2145
42158	-142.5	-27.5	LIPS	7.2445
42159	-141.5	-27.5	SOCE	7.1798
42160	-140.5	-27.5	SOCE	7.0653
42161	-139.5	-27.5	SOCE	6.9888
42162	-138.5	-27.5	SOCE	6.9602
42163	-137.5	-27.5	SOCE	6.9888
42164	-136.5	-27.5	SOCE	7.0083
42165	-135.5	-27.5	SOCE	7.0474
42166	-134.5	-27.5	SOCE	7.0984
42167	-133.5	-27.5	SOCE	7.1107
42168	-132.5	-27.5	SOCE	7.1713
42169	-131.5	-27.5	SOCE	7.1791
42170	-130.5	-27.5	SOCE	7.1545
42171	-129.5	-27.5	SOCE	7.1171
42172	-128.5	-27.5	SOCE	7.0602
42173	-127.5	-27.5	SOCE	7.0114
42174	-126.5	-27.5	SOCE	6.9878
42175	-125.5	-27.5	SOCE	6.993
42176	-124.5	-27.5	SOCE	7.0263
42177	-123.5	-27.5	SOCE	7.0491
42178	-122.5	-27.5	SOCE	7.0262
42179	-121.5	-27.5	SOCE	7.0381
42180	-120.5	-27.5	SOCE	7.0594
42181	-119.5	-27.5	SOCE	7.0193
42182	-118.5	-27.5	SOCE	6.9846
42183	-117.5	-27.5	SOCE	6.9529
42184	-116.5	-27.5	SOCE	7.004
42185	-115.5	-27.5	SOCE	6.9826
42186	-114.5	-27.5	SOCE	6.9464
42187	-113.5	-27.5	MORB	6.9745
42188	-112.5	-27.5	MORB	7.0138
42189	-111.5	-27.5	MORB	7.0791
42190	-110.5	-27.5	SOCE	7.3485
42191	-109.5	-27.5	SOCE	7.5361
42192	-108.5	-27.5	SOCE	7.3299
42193	-107.5	-27.5	LIPS	6.873
42194	-106.5	-27.5	LIPS	6.8165
42195	-105.5	-27.5	LIPS	6.9393
42196	-104.5	-27.5	SOCE	7.0989
42197	-103.5	-27.5	SOCE	7.1113
42198	-102.5	-27.5	SOCE	6.9585
42199	-101.5	-27.5	SOCE	6.9748
42200	-100.5	-27.5	SOCE	7.0108
42201	-99.5	-27.5	SOCE	7.0688
42202	-98.5	-27.5	SOCE	7.0492
42203	-97.5	-27.5	SOCE	7.0742
42204	-96.5	-27.5	SOCE	7.0484
42205	-95.5	-27.5	SOCE	7.0999
42206	-94.5	-27.5	SOCE	7.0638
42207	-93.5	-27.5	SOCE	7.0176
42208	-92.5	-27.5	SOCE	6.9168
42209	-91.5	-27.5	SOCE	6.895
42210	-90.5	-27.5	SOCE	6.931
42211	-89.5	-27.5	SOCE	6.9115
42212	-88.5	-27.5	SOCE	6.9031
42213	-87.5	-27.5	SOCE	6.9676
42214	-86.5	-27.5	SOCE	7.0296
42215	-85.5	-27.5	SOCE	7.0449
42216	-84.5	-27.5	SOCE	7.0752
42217	-83.5	-27.5	SOCE	7.0856
42218	-82.5	-27.5	SOCE	7.1358
42219	-81.5	-27.5	SOCE	7.1324
42220	-80.5	-27.5	SOCE	6.9589
42221	-79.5	-27.5	SOCE	6.9784
42222	-78.5	-27.5	SOCE	7.2872
42223	-77.5	-27.5	SOCE	7.3941
42224	-76.5	-27.5	SOCE	7.2257
42225	-75.5	-27.5	SOCE	7.1109
42226	-74.5	-27.5	SOCE	7.0355
42227	-73.5	-27.5	SOCE	6.9396
42228	-72.5	-27.5	SOCE	7.1437
42229	-71.5	-27.5	SOCE	14.0979
42230	-70.5	-27.5	ORON	37.4929
42231	-69.5	-27.5	ORON	55.1597
42232	-68.5	-27.5	ORON	58.3702
42233	-67.5	-27.5	ORON	55.2775
42234	-66.5	-27.5	ORON	49.3102
42235	-65.5	-27.5	ORON	44.538
42236	-64.5	-27.5	BASN	41.9176
42237	-63.5	-27.5	BASN	41.0638
42238	-62.5	-27.5	BASN	40.8674
42239	-61.5	-27.5	BASN	40.9138
42240	-60.5	-27.5	PLAT	40.9672
42241	-59.5	-27.5	PLAT	40.9355
42242	-58.5	-27.5	PLAT	40.7041
42243	-57.5	-27.5	PLAT	40.5016
42244	-56.5	-27.5	SHLD	40.7482
42245	-55.5	-27.5	BASN	40.9622
42246	-54.5	-27.5	BASN	41.093
42247	-53.5	-27.5	BASN	41.4231
42248	-52.5	-27.5	BASN	41.7485
42249	-51.5	-27.5	BASN	41.1866
42250	-50.5	-27.5	SHLD	39.5712
42251	-49.5	-27.5	SHLD	37.1777
42252	-48.5	-27.5	SHLD	33.9426
42253	-47.5	-27.5	COMA	30.2778
42254	-46.5	-27.5	COMA	26.5666
42255	-45.5	-27.5	COMA	21.4409
42256	-44.5	-27.5	COMA	15.8944
42257	-43.5	-27.5	COMA	12.4751
42258	-42.5	-27.5	LIPS	13.5351
42259	-41.5	-27.5	SOCE	14.4374
42260	-40.5	-27.5	SOCE	12.6921
42261	-39.5	-27.5	SOCE	8.7801
42262	-38.5	-27.5	SOCE	7.5977
42263	-37.5	-27.5	SOCE	7.8423
42264	-36.5	-27.5	SOCE	7.9198
42265	-35.5	-27.5	SOCE	7.8269
42266	-34.5	-27.5	SOCE	7.4515
42267	-33.5	-27.5	SOCE	7.1654
42268	-32.5	-27.5	SOCE	7.134
42269	-31.5	-27.5	SOCE	7.0146
42270	-30.5	-27.5	SOCE	6.9759
42271	-29.5	-27.5	SOCE	6.994
42272	-28.5	-27.5	SOCE	7.0304
42273	-27.5	-27.5	SOCE	7.0377
42274	-26.5	-27.5	SOCE	7.0076
42275	-25.5	-27.5	SOCE	6.9966
42276	-24.5	-27.5	SOCE	7.029
42277	-23.5	-27.5	SOCE	7.1396
42278	-22.5	-27.5	SOCE	7.2016
42279	-21.5	-27.5	SOCE	7.0558
42280	-20.5	-27.5	SOCE	7.0333
42281	-19.5	-27.5	SOCE	6.875
42282	-18.5	-27.5	SOCE	6.8346
42283	-17.5	-27.5	SOCE	6.9535
42284	-16.5	-27.5	SOCE	7.0298
42285	-15.5	-27.5	SOCE	6.9543
42286	-14.5	-27.5	SOCE	6.9528
42287	-13.5	-27.5	MORB	6.9455
42288	-12.5	-27.5	SOCE	7.0888
42289	-11.5	-27.5	SOCE	7.0387
42290	-10.5	-27.5	SOCE	6.9353
42291	-9.5	-27.5	SOCE	6.9337
42292	-8.5	-27.5	SOCE	7.0087
42293	-7.5	-27.5	SOCE	7.0203
42294	-6.5	-27.5	SOCE	7.0463
42295	-5.5	-27.5	SOCE	7.0632
42296	-4.5	-27.5	SOCE	7.0718
42297	-3.5	-27.5	SOCE	7.0797
42298	-2.5	-27.5	SOCE	7.1006
42299	-1.5	-27.5	SOCE	7.1158
42300	-0.5	-27.5	SOCE	7.1198
42301	0.5	-27.5	SOCE	7.1119
42302	1.5	-27.5	SOCE	7.0987
42303	2.5	-27.5	SOCE	7.1006
42304	3.5	-27.5	LIPS	7.1334
42305	4.5	-27.5	SOCE	7.1849
42306	5.5	-27.5	SOCE	7.1908
42307	6.5	-27.5	SOCE	7.1308
42308	7.5	-27.5	SOCE	7.1102
42309	8.5	-27.5	SOCE	7.2849
42310	9.5	-27.5	SOCE	7.6239
42311	10.5	-27.5	SOCE	8.1459
42312	11.5	-27.5	SOCE	9.1997
42313	12.5	-27.5	SOCE	11.5496
42314	13.5	-27.5	COMA	16.9818
42315	14.5	-27.5	COMA	25.0807
42316	15.5	-27.5	SHLD	33.1588
42317	16.5	-27.5	SHLD	38.6752
42318	17.5	-27.5	SHLD	41.1837
42319	18.5	-27.5	SHLD	41.7398
42320	19.5	-27.5	SHLD	41.1982
42321	20.5	-27.5	SHLD	40.0624
42322	21.5	-27.5	SHLD	38.0184
42323	22.5	-27.5	SHLD	37.4321
42324	23.5	-27.5	SHLD	38.9519
42325	24.5	-27.5	SHLD	37.5826
42326	25.5	-27.5	SHLD	38.4843
42327	26.5	-27.5	SHLD	38.5562
42328	27.5	-27.5	SHLD	38.3826
42329	28.5	-27.5	SHLD	38.3332
42330	29.5	-27.5	SHLD	38.8512
42331	30.5	-27.5	SHLD	37.0324
42332	31.5	-27.5	SHLD	37.8301
42333	32.5	-27.5	EXCT	32.6518
42334	33.5	-27.5	COMA	25.4355
42335	34.5	-27.5	COMA	21.0673
42336	35.5	-27.5	COMA	18.8531
42337	36.5	-27.5	COMA	16.196
42338	37.5	-27.5	SOCE	10.5048
42339	38.5	-27.5	SOCE	8.5371
42340	39.5	-27.5	SOCE	8.7284
42341	40.5	-27.5	SOCE	8.9365
42342	41.5	-27.5	SOCE	8.8026
42343	42.5	-27.5	SOCE	8.1541
42344	43.5	-27.5	SOCE	9.3631
42345	44.5	-27.5	LIPS	14.5681
42346	45.5	-27.5	LIPS	18.0463
42347	46.5	-27.5	LIPS	17.6369
42348	47.5	-27.5	LIPS	14.2471
42349	48.5	-27.5	LIPS	9.7223
42350	49.5	-27.5	SOCE	7.8872
42351	50.5	-27.5	SOCE	7.2084
42352	51.5	-27.5	SOCE	6.9636
42353	52.5	-27.5	SOCE	7.0036
42354	53.5	-27.5	SOCE	7.0415
42355	54.5	-27.5	SOCE	6.9996
42356	55.5	-27.5	SOCE	6.8946
42357	56.5	-27.5	SOCE	6.592
42358	57.5	-27.5	SOCE	6.6407
42359	58.5	-27.5	SOCE	6.7839
42360	59.5	-27.5	SOCE	6.6114
42361	60.5	-27.5	SOCE	6.2619
42362	61.5	-27.5	SOCE	6.8905
42363	62.5	-27.5	SOCE	7.3924
42364	63.5	-27.5	SOCE	7.0439
42365	64.5	-27.5	SOCE	6.9113
42366	65.5	-27.5	MORB	6.9744
42367	66.5	-27.5	SOCE	7.0802
42368	67.5	-27.5	SOCE	6.9368
42369	68.5	-27.5	SOCE	6.9255
42370	69.5	-27.5	SOCE	6.8936
42371	70.5	-27.5	SOCE	6.8824
42372	71.5	-27.5	SOCE	6.9659
42373	72.5	-27.5	MORB	7.1013
42374	73.5	-27.5	MORB	7.0107
42375	74.5	-27.5	SOCE	6.9631
42376	75.5	-27.5	SOCE	7.1036
42377	76.5	-27.5	SOCE	7.1167
42378	77.5	-27.5	SOCE	7.4111
42379	78.5	-27.5	SOCE	7.3409
42380	79.5	-27.5	SOCE	7.0093
42381	80.5	-27.5	SOCE	6.9702
42382	81.5	-27.5	SOCE	6.8961
42383	82.5	-27.5	SOCE	6.8639
42384	83.5	-27.5	SOCE	7.0153
42385	84.5	-27.5	SOCE	7.1478
42386	85.5	-27.5	SOCE	7.2014
42387	86.5	-27.5	SOCE	7.408
42388	87.5	-27.5	LIPS	9.5004
42389	88.5	-27.5	SOCE	8.2671
42390	89.5	-27.5	SOCE	8.1009
42391	90.5	-27.5	SOCE	7.8817
42392	91.5	-27.5	SOCE	8.1995
42393	92.5	-27.5	SOCE	8.1061
42394	93.5	-27.5	SOCE	8.2626
42395	94.5	-27.5	SOCE	7.4013
42396	95.5	-27.5	SOCE	8.0005
42397	96.5	-27.5	SOCE	8.0609
42398	97.5	-27.5	SOCE	8.2661
42399	98.5	-27.5	LIPS	8.6736
42400	99.5	-27.5	SOCE	7.8556
42401	100.5	-27.5	SOCE	7.0622
42402	101.5	-27.5	SOCE	6.9
42403	102.5	-27.5	SOCE	7.1207
42404	103.5	-27.5	SOCE	7.0583
42405	104.5	-27.5	SOCE	6.9328
42406	105.5	-27.5	SOCE	7.0105
42407	106.5	-27.5	SOCE	7.011
42408	107.5	-27.5	SOCE	7.0109
42409	108.5	-27.5	SOCE	7.2382
42410	109.5	-27.5	SOCE	7.9923
42411	110.5	-27.5	SOCE	8.1232
42412	111.5	-27.5	SOCE	12.309
42413	112.5	-27.5	COMA	21.9369
42414	113.5	-27.5	COMA	28.7743
42415	114.5	-27.5	PLAT	31.01
42416	115.5	-27.5	PLAT	33.1414
42417	116.5	-27.5	SHLD	33.8059
42418	117.5	-27.5	SHLD	34.149
42419	118.5	-27.5	SHLD	35.2816
42420	119.5	-27.5	SHLD	36.7715
42421	120.5	-27.5	SHLD	38.367
42422	121.5	-27.5	SHLD	40.0583
42423	122.5	-27.5	SHLD	41.3418
42424	123.5	-27.5	SHLD	42.4144
42425	124.5	-27.5	SHLD	43.8396
42426	125.5	-27.5	PLAT	46.9072
42427	126.5	-27.5	PLAT	47.4494
42428	127.5	-27.5	PLAT	46.4227
42429	128.5	-27.5	PLAT	45.6815
42430	129.5	-27.5	PLAT	44.8442
42431	130.5	-27.5	PLAT	43.5574
42432	131.5	-27.5	PLAT	41.6754
42433	132.5	-27.5	PLAT	40.4469
42434	133.5	-27.5	SHLD	40.6489
42435	134.5	-27.5	SHLD	39.1659
42436	135.5	-27.5	SHLD	35.6848
42437	136.5	-27.5	PLAT	34.2475
42438	137.5	-27.5	PLAT	34.1008
42439	138.5	-27.5	ORON	34.1629
42440	139.5	-27.5	ORON	34.7915
42441	140.5	-27.5	ORON	36.6061
42442	141.5	-27.5	ORON	36.9138
42443	142.5	-27.5	ORON	36.2816
42444	143.5	-27.5	ORON	37.4607
42445	144.5	-27.5	ORON	38.6871
42446	145.5	-27.5	ORON	38.2103
42447	146.5	-27.5	ORON	38.1893
42448	147.5	-27.5	ORON	38.6835
42449	148.5	-27.5	ORON	38.9547
42450	149.5	-27.5	ORON	38.5976
42451	150.5	-27.5	ORON	37.662
42452	151.5	-27.5	BASN	36.3943
42453	152.5	-27.5	ORON	34.4198
42454	153.5	-27.5	ORON	29.1651
42455	154.5	-27.5	SOCE	18.7582
42456	155.5	-27.5	SOCE	9.6449
42457	156.5	-27.5	SOCE	8.4191
42458	157.5	-27.5	SOCE	10.289
42459	158.5	-27.5	SOCE	13.103
42460	159.5	-27.5	SOCE	13.9823
42461	160.5	-27.5	COMA	15.7017
42462	161.5	-27.5	COMA	18.7096
42463	162.5	-27.5	COMA	20.3034
42464	163.5	-27.5	COMA	19.7034
42465	164.5	-27.5	SOCE	13.6906
42466	165.5	-27.5	SOCE	12.0112
42467	166.5	-27.5	SOCE	10.4096
42468	167.5	-27.5	COMA	14.2101
42469	168.5	-27.5	SOCE	10.6164
42470	169.5	-27.5	SOCE	9.8153
42471	170.5	-27.5	SOCE	7.0621
42472	171.5	-27.5	SOCE	6.8435
42473	172.5	-27.5	SOCE	7.0761
42474	173.5	-27.5	SOCE	6.8759
42475	174.5	-27.5	SOCE	7.0209
42476	175.5	-27.5	SOCE	6.7235
42477	176.5	-27.5	SOCE	6.8078
42478	177.5	-27.5	SOCE	6.9787
42479	178.5	-27.5	SOCE	7.1413
42480	179.5	-27.5	SOCE	7.6438
42481	-179.5	-28.5	SOCE	9.6734
42482	-178.5	-28.5	IARC	10.3127
42483	-177.5	-28.5	IARC	9.7186
42484	-176.5	-28.5	SOCE	8.2056
42485	-175.5	-28.5	SOCE	7.3483
42486	-174.5	-28.5	SOCE	7.1391
42487	-173.5	-28.5	SOCE	7.0832
42488	-172.5	-28.5	SOCE	7.1106
42489	-171.5	-28.5	SOCE	7.2164
42490	-170.5	-28.5	SOCE	7.2544
42491	-169.5	-28.5	SOCE	7.0969
42492	-168.5	-28.5	SOCE	7.1084
42493	-167.5	-28.5	SOCE	7.25
42494	-166.5	-28.5	SOCE	7.1053
42495	-165.5	-28.5	SOCE	7.0204
42496	-164.5	-28.5	SOCE	7.0349
42497	-163.5	-28.5	SOCE	7.1186
42498	-162.5	-28.5	SOCE	7.1602
42499	-161.5	-28.5	SOCE	7.0767
42500	-160.5	-28.5	SOCE	7.0095
42501	-159.5	-28.5	SOCE	6.9089
42502	-158.5	-28.5	SOCE	7.0243
42503	-157.5	-28.5	SOCE	7.1276
42504	-156.5	-28.5	SOCE	6.9845
42505	-155.5	-28.5	SOCE	6.9372
42506	-154.5	-28.5	SOCE	7.01
42507	-153.5	-28.5	SOCE	7.1014
42508	-152.5	-28.5	SOCE	7.1011
42509	-151.5	-28.5	SOCE	7.0336
42510	-150.5	-28.5	SOCE	7.109
42511	-149.5	-28.5	SOCE	7.1717
42512	-148.5	-28.5	SOCE	7.0264
42513	-147.5	-28.5	SOCE	7.0569
42514	-146.5	-28.5	SOCE	7.1588
42515	-145.5	-28.5	SOCE	7.125
42516	-144.5	-28.5	SOCE	7.1211
42517	-143.5	-28.5	LIPS	7.0948
42518	-142.5	-28.5	LIPS	7.1292
42519	-141.5	-28.5	SOCE	7.1539
42520	-140.5	-28.5	LIPS	7.12
42521	-139.5	-28.5	LIPS	7.0496
42522	-138.5	-28.5	SOCE	6.9926
42523	-137.5	-28.5	SOCE	6.9965
42524	-136.5	-28.5	SOCE	7.0017
42525	-135.5	-28.5	SOCE	7.0061
42526	-134.5	-28.5	SOCE	7.0505
42527	-133.5	-28.5	SOCE	7.0801
42528	-132.5	-28.5	SOCE	7.0779
42529	-131.5	-28.5	SOCE	7.1022
42530	-130.5	-28.5	SOCE	7.086
42531	-129.5	-28.5	SOCE	7.0647
42532	-128.5	-28.5	SOCE	7.0313
42533	-127.5	-28.5	SOCE	7.0104
42534	-126.5	-28.5	SOCE	7.0072
42535	-125.5	-28.5	SOCE	7.0212
42536	-124.5	-28.5	SOCE	7.0531
42537	-123.5	-28.5	SOCE	7.0608
42538	-122.5	-28.5	SOCE	7.0223
42539	-121.5	-28.5	SOCE	7.0502
42540	-120.5	-28.5	SOCE	7.0573
42541	-119.5	-28.5	SOCE	7.0077
42542	-118.5	-28.5	SOCE	7.037
42543	-117.5	-28.5	SOCE	7.0173
42544	-116.5	-28.5	SOCE	7.0287
42545	-115.5	-28.5	SOCE	7.0052
42546	-114.5	-28.5	SOCE	6.9445
42547	-113.5	-28.5	MORB	6.9365
42548	-112.5	-28.5	MORB	6.9881
42549	-111.5	-28.5	MORB	7.0586
42550	-110.5	-28.5	SOCE	7.2674
42551	-109.5	-28.5	SOCE	7.2971
42552	-108.5	-28.5	SOCE	6.9886
42553	-107.5	-28.5	SOCE	6.8431
42554	-106.5	-28.5	SOCE	6.809
42555	-105.5	-28.5	SOCE	6.9115
42556	-104.5	-28.5	SOCE	7.0468
42557	-103.5	-28.5	SOCE	7.0241
42558	-102.5	-28.5	SOCE	6.9662
42559	-101.5	-28.5	SOCE	7.0378
42560	-100.5	-28.5	SOCE	6.9725
42561	-99.5	-28.5	SOCE	7.1451
42562	-98.5	-28.5	SOCE	7.0448
42563	-97.5	-28.5	SOCE	6.9987
42564	-96.5	-28.5	SOCE	6.9578
42565	-95.5	-28.5	SOCE	6.9735
42566	-94.5	-28.5	SOCE	6.9993
42567	-93.5	-28.5	SOCE	7.0239
42568	-92.5	-28.5	SOCE	7.0178
42569	-91.5	-28.5	SOCE	7.0085
42570	-90.5	-28.5	SOCE	6.9928
42571	-89.5	-28.5	SOCE	6.9442
42572	-88.5	-28.5	SOCE	6.9429
42573	-87.5	-28.5	SOCE	6.9731
42574	-86.5	-28.5	SOCE	6.9948
42575	-85.5	-28.5	SOCE	7.0233
42576	-84.5	-28.5	SOCE	7.0151
42577	-83.5	-28.5	SOCE	6.9897
42578	-82.5	-28.5	SOCE	7.0673
42579	-81.5	-28.5	SOCE	7.0234
42580	-80.5	-28.5	SOCE	6.8998
42581	-79.5	-28.5	SOCE	6.9635
42582	-78.5	-28.5	SOCE	7.1035
42583	-77.5	-28.5	SOCE	7.1017
42584	-76.5	-28.5	SOCE	7.0619
42585	-75.5	-28.5	SOCE	7.0313
42586	-74.5	-28.5	SOCE	7.1054
42587	-73.5	-28.5	SOCE	7.8317
42588	-72.5	-28.5	SOCE	11.7572
42589	-71.5	-28.5	COMA	23.8965
42590	-70.5	-28.5	ORON	43.4139
42591	-69.5	-28.5	ORON	55.5095
42592	-68.5	-28.5	ORON	57.2375
42593	-67.5	-28.5	ORON	52.5064
42594	-66.5	-28.5	ORON	46.434
42595	-65.5	-28.5	BASN	42.168
42596	-64.5	-28.5	BASN	40.4772
42597	-63.5	-28.5	BASN	40.2258
42598	-62.5	-28.5	BASN	40.4233
42599	-61.5	-28.5	BASN	40.7241
42600	-60.5	-28.5	PLAT	40.882
42601	-59.5	-28.5	PLAT	40.9408
42602	-58.5	-28.5	PLAT	40.9161
42603	-57.5	-28.5	PLAT	40.8679
42604	-56.5	-28.5	PLAT	40.8917
42605	-55.5	-28.5	BASN	40.9058
42606	-54.5	-28.5	BASN	40.933
42607	-53.5	-28.5	BASN	41.1175
42608	-52.5	-28.5	BASN	41.2434
42609	-51.5	-28.5	BASN	40.5615
42610	-50.5	-28.5	BASN	38.7723
42611	-49.5	-28.5	SHLD	36.009
42612	-48.5	-28.5	COMA	32.3965
42613	-47.5	-28.5	COMA	27.9732
42614	-46.5	-28.5	COMA	22.0769
42615	-45.5	-28.5	SOCE	16.1454
42616	-44.5	-28.5	SOCE	12.3596
42617	-43.5	-28.5	SOCE	10.3652
42618	-42.5	-28.5	SOCE	9.4644
42619	-41.5	-28.5	SOCE	8.2675
42620	-40.5	-28.5	SOCE	9.0938
42621	-39.5	-28.5	SOCE	7.6345
42622	-38.5	-28.5	SOCE	7.2403
42623	-37.5	-28.5	SOCE	7.7488
42624	-36.5	-28.5	SOCE	7.9885
42625	-35.5	-28.5	SOCE	7.9701
42626	-34.5	-28.5	SOCE	7.6553
42627	-33.5	-28.5	SOCE	7.2555
42628	-32.5	-28.5	LIPS	7.1322
42629	-31.5	-28.5	LIPS	7.0612
42630	-30.5	-28.5	LIPS	7.078
42631	-29.5	-28.5	SOCE	7.1031
42632	-28.5	-28.5	SOCE	7.0704
42633	-27.5	-28.5	SOCE	7.0118
42634	-26.5	-28.5	SOCE	6.9858
42635	-25.5	-28.5	SOCE	6.9521
42636	-24.5	-28.5	SOCE	7.0745
42637	-23.5	-28.5	SOCE	7.1737
42638	-22.5	-28.5	SOCE	7.0197
42639	-21.5	-28.5	SOCE	7.0207
42640	-20.5	-28.5	SOCE	6.8876
42641	-19.5	-28.5	SOCE	6.8312
42642	-18.5	-28.5	SOCE	6.8049
42643	-17.5	-28.5	SOCE	6.9226
42644	-16.5	-28.5	SOCE	6.9748
42645	-15.5	-28.5	SOCE	7.1049
42646	-14.5	-28.5	SOCE	6.9682
42647	-13.5	-28.5	SOCE	6.784
42648	-12.5	-28.5	MORB	6.9166
42649	-11.5	-28.5	SOCE	6.7344
42650	-10.5	-28.5	SOCE	6.6954
42651	-9.5	-28.5	SOCE	6.9203
42652	-8.5	-28.5	SOCE	6.9597
42653	-7.5	-28.5	SOCE	6.9625
42654	-6.5	-28.5	SOCE	7.0085
42655	-5.5	-28.5	SOCE	7.0499
42656	-4.5	-28.5	SOCE	7.06
42657	-3.5	-28.5	SOCE	7.0773
42658	-2.5	-28.5	SOCE	7.0987
42659	-1.5	-28.5	SOCE	7.1133
42660	-0.5	-28.5	SOCE	7.1183
42661	0.5	-28.5	SOCE	7.1123
42662	1.5	-28.5	SOCE	7.0961
42663	2.5	-28.5	LIPS	7.0823
42664	3.5	-28.5	LIPS	7.0789
42665	4.5	-28.5	SOCE	7.0756
42666	5.5	-28.5	SOCE	7.0576
42667	6.5	-28.5	SOCE	7.0262
42668	7.5	-28.5	SOCE	7.0193
42669	8.5	-28.5	SOCE	7.1164
42670	9.5	-28.5	SOCE	7.465
42671	10.5	-28.5	SOCE	8.0163
42672	11.5	-28.5	SOCE	8.9172
42673	12.5	-28.5	SOCE	11.0463
42674	13.5	-28.5	COMA	15.7243
42675	14.5	-28.5	COMA	23.2549
42676	15.5	-28.5	COMA	30.0158
42677	16.5	-28.5	SHLD	34.9008
42678	17.5	-28.5	SHLD	39.0783
42679	18.5	-28.5	SHLD	41.3114
42680	19.5	-28.5	SHLD	41.2715
42681	20.5	-28.5	SHLD	40.737
42682	21.5	-28.5	SHLD	38.8643
42683	22.5	-28.5	SHLD	36.693
42684	23.5	-28.5	SHLD	37.9124
42685	24.5	-28.5	SHLD	36.2836
42686	25.5	-28.5	SHLD	35.4032
42687	26.5	-28.5	SHLD	36.5603
42688	27.5	-28.5	SHLD	39.3663
42689	28.5	-28.5	SHLD	39.648
42690	29.5	-28.5	SHLD	39.0581
42691	30.5	-28.5	SHLD	36.3484
42692	31.5	-28.5	SHLD	33.2469
42693	32.5	-28.5	COMA	27.568
42694	33.5	-28.5	COMA	21.7435
42695	34.5	-28.5	COMA	18.63
42696	35.5	-28.5	COMA	17.0955
42697	36.5	-28.5	COMA	14.1572
42698	37.5	-28.5	SOCE	9.3146
42699	38.5	-28.5	SOCE	8.295
42700	39.5	-28.5	SOCE	8.4222
42701	40.5	-28.5	SOCE	8.8636
42702	41.5	-28.5	SOCE	8.9047
42703	42.5	-28.5	SOCE	8.5035
42704	43.5	-28.5	SOCE	9.7218
42705	44.5	-28.5	LIPS	14.1413
42706	45.5	-28.5	LIPS	15.208
42707	46.5	-28.5	LIPS	14.4612
42708	47.5	-28.5	LIPS	12.1812
42709	48.5	-28.5	LIPS	8.6837
42710	49.5	-28.5	SOCE	7.3481
42711	50.5	-28.5	SOCE	6.9939
42712	51.5	-28.5	SOCE	7.0065
42713	52.5	-28.5	SOCE	7.0475
42714	53.5	-28.5	SOCE	7.0615
42715	54.5	-28.5	SOCE	7.0283
42716	55.5	-28.5	SOCE	6.9524
42717	56.5	-28.5	SOCE	6.8849
42718	57.5	-28.5	SOCE	6.7741
42719	58.5	-28.5	SOCE	6.8167
42720	59.5	-28.5	SOCE	6.8693
42721	60.5	-28.5	SOCE	6.8722
42722	61.5	-28.5	SOCE	6.9404
42723	62.5	-28.5	SOCE	7.0297
42724	63.5	-28.5	SOCE	7.0116
